id,character,jis,joyo,kanken,primary_school
5096,肛,2,0,1,0
5097,肬,2,0,1,0
5098,肭,2,0,1,0
5099,胄,2,0,1,0
5100,胖,2,0,1,0
5101,胙,2,0,1,0
5102,胚,2,0,1,0
5103,胛,2,0,1,0
5104,胝,2,0,1,0
5105,胥,2,0,1,0
5106,胯,2,0,1,0
5107,胱,2,0,1,0
5108,胼,2,0,1,0
5109,脉,2,0,0,0
5110,脛,2,0,1,0
5111,脣,2,0,1,0
5112,脩,2,0,1,0
5113,脯,2,0,1,0
5114,脾,2,0,1,0
5115,腆,2,0,1,0
5116,腋,2,0,1,0
5117,腑,2,0,1,0
5118,腓,2,0,1,0
5119,腟,2,0,1,0
5120,腥,2,0,1,0
5121,腦,2,0,0,0
5122,腮,2,0,1,0
5123,腱,2,0,1,0
5124,腴,2,0,1,0
5125,膀,2,0,1,0
5126,膂,2,0,1,0
5127,膃,2,0,1,0
5128,膈,2,0,1,0
5129,膊,2,0,1,0
5130,膓,2,0,0,0
5131,膕,2,0,0,0
5132,膠,2,0,1,0
5133,膣,2,0,1,0
5134,膤,2,0,0,0
5135,膩,2,0,1,0
5136,膰,2,0,1,0
5137,膵,2,0,1,0
5138,膸,2,0,0,0
5139,膺,2,0,1,0
5140,膽,2,0,0,0
5141,膾,2,0,1,0
5142,臀,2,0,1,0
5143,臂,2,0,1,0
5144,臈,2,0,0,0
5145,臉,2,0,1,0
5146,臍,2,0,1,0
5147,臑,2,0,1,0
5148,臘,2,0,1,0
5149,臙,2,0,1,0
5150,臚,2,0,1,0
5151,臟,2,0,0,0
5152,臠,2,0,1,0
5153,臧,2,0,1,0
5154,臺,2,0,0,0
5155,臻,2,0,1,0
5156,臾,2,0,1,0
5157,舁,2,0,1,0
5158,舂,2,0,1,0
5159,舅,2,0,1,0
5160,與,2,0,0,0
5161,舉,2,0,0,0
5162,舊,2,0,0,0
5163,舍,2,0,0,0
5164,舐,2,0,1,0
5165,舒,2,0,1,0
5166,舖,2,0,0,0
5167,舩,2,0,0,0
5168,舫,2,0,1,0
5169,舮,2,0,0,0
5170,舳,2,0,1,0
5171,舸,2,0,1,0
5172,艀,2,0,1,0
5173,艘,2,0,1,0
5174,艙,2,0,1,0
5175,艚,2,0,1,0
5176,艝,2,0,1,0
5177,艟,2,0,1,0
5178,艢,2,0,1,0
5179,艤,2,0,1,0
5180,艨,2,0,1,0
5181,艪,2,0,1,0
5182,艫,2,0,1,0
5183,艱,2,0,1,0
5184,艷,2,0,0,0
5185,艸,2,0,1,0
5186,艾,2,0,1,0
5187,芍,2,0,1,0
5188,芒,2,0,1,0
5189,芟,2,0,1,0
5190,芫,2,0,1,0
5191,芬,2,0,1,0
5192,芻,2,0,1,0
5193,苒,2,0,0,0
5194,苙,2,0,1,0
5195,苜,2,0,1,0
5196,苞,2,0,1,0
5197,苟,2,0,1,0
5198,苡,2,0,1,0
5199,苣,2,0,1,0
5200,苳,2,0,1,0
5201,苴,2,0,1,0
5202,苹,2,0,1,0
5203,苺,2,0,1,0
5204,苻,2,0,1,0
5205,范,2,0,1,0
5206,茆,2,0,1,0
5207,茉,2,0,1,0
5208,茖,2,0,0,0
5209,茗,2,0,1,0
5210,茘,2,0,1,0
5211,茣,2,0,1,0
5212,茫,2,0,1,0
5213,茯,2,0,1,0
5214,茱,2,0,1,0
5215,茲,2,0,1,0
5216,茴,2,0,1,0
5217,茵,2,0,1,0
5218,茹,2,0,1,0
5219,荀,2,0,1,0
5220,荅,2,0,1,0
5221,荐,2,0,1,0
5222,荳,2,0,1,0
5223,荵,2,0,1,0
5224,荼,2,0,1,0
5225,莅,2,0,1,0
5226,莇,2,0,0,0
5227,莉,2,0,1,0
5228,莊,2,0,0,0
5229,莎,2,0,1,0
5230,莓,2,0,1,0
5231,莖,2,0,0,0
5232,莚,2,0,1,0
5233,莟,2,0,1,0
5234,莠,2,0,1,0
5235,莢,2,0,1,0
5236,莨,2,0,1,0
5237,莪,2,0,1,0
5238,莵,2,0,0,0
5239,莽,2,0,1,0
5240,菁,2,0,1,0
5241,菎,2,0,1,0
5242,菘,2,0,1,0
5243,菠,2,0,1,0
5244,菫,2,0,1,0
5245,菲,2,0,1,0
5246,菴,2,0,1,0
5247,菷,2,0,0,0
5248,菻,2,0,0,0
5249,菽,2,0,1,0
5250,萃,2,0,1,0
5251,萇,2,0,0,0
5252,萋,2,0,0,0
5253,萍,2,0,1,0
5254,萓,2,0,0,0
5255,萠,2,0,0,0
5256,萢,2,0,1,0
5257,萪,2,0,0,0
5258,萬,2,0,0,0
5259,萵,2,0,1,0
5260,萸,2,0,1,0
5261,萼,2,0,1,0
5262,葆,2,0,1,0
5263,葢,2,0,0,0
5264,葩,2,0,1,0
5265,葫,2,0,0,0
5266,葭,2,0,1,0
5267,葮,2,0,0,0
5268,葯,2,0,1,0
5269,葷,2,0,1,0
5270,葹,2,0,0,0
5271,蒂,2,0,1,0
5272,蒄,2,0,0,0
5273,蒟,2,0,1,0
5274,蒡,2,0,1,0
5275,蒭,2,0,1,0
5276,蒹,2,0,1,0
5277,蒻,2,0,1,0
5278,蒿,2,0,1,0
5279,蓁,2,0,1,0
5280,蓆,2,0,1,0
5281,蓊,2,0,0,0
5282,蓍,2,0,1,0
5283,蓐,2,0,1,0
5284,蓖,2,0,1,0
5285,蓙,2,0,1,0
5286,蓚,2,0,0,0
5287,蓴,2,0,1,0
5288,蓼,2,0,1,0
5289,蓿,2,0,1,0
5290,蔆,2,0,0,0
5291,蔔,2,0,1,0
5292,蔕,2,0,1,0
5293,蔗,2,0,1,0
5294,蔘,2,0,1,0
5295,蔟,2,0,1,0
5296,蔡,2,0,1,0
5297,蔬,2,0,1,0
5298,蕀,2,0,1,0
5299,蕁,2,0,1,0
5300,蕈,2,0,1,0
5301,蕋,2,0,0,0
5302,蕕,2,0,1,0
5303,蕘,2,0,1,0
5304,蕚,2,0,0,0
5305,蕣,2,0,1,0
5306,蕭,2,0,1,0
5307,蕷,2,0,1,0
5308,蕾,2,0,1,0
5309,薀,2,0,1,0
5310,薇,2,0,1,0
5311,薈,2,0,1,0
5312,薊,2,0,1,0
5313,薐,2,0,1,0
5314,薑,2,0,1,0
5315,薔,2,0,1,0
5316,薛,2,0,1,0
5317,薜,2,0,1,0
5318,薤,2,0,1,0
5319,薨,2,0,1,0
5320,薹,2,0,1,0
5321,薺,2,0,1,0
5322,藉,2,0,1,0
5323,藏,2,0,0,0
5324,藐,2,0,1,0
5325,藕,2,0,1,0
5326,藜,2,0,1,0
5327,藝,2,0,0,0
5328,藥,2,0,0,0
5329,藪,2,0,0,0
5330,藹,2,0,1,0
5331,藺,2,0,1,0
5332,藾,2,0,1,0
5333,蘂,2,0,0,0
5334,蘆,2,0,1,0
5335,蘊,2,0,1,0
5336,蘋,2,0,1,0
5337,蘓,2,0,0,0
5338,蘖,2,0,1,0
5339,蘗,2,0,1,0
5340,蘚,2,0,1,0
5341,蘢,2,0,1,0
5342,蘯,2,0,1,0
5343,蘰,2,0,0,0
5344,蘿,2,0,1,0
5345,虍,2,0,0,0
5346,虔,2,0,1,0
5347,處,2,0,0,0
5348,號,2,0,0,0
5349,虧,2,0,1,0
5350,虱,2,0,1,0
5351,蚋,2,0,1,0
5352,蚌,2,0,1,0
5353,蚓,2,0,1,0
5354,蚣,2,0,1,0
5355,蚩,2,0,1,0
5356,蚪,2,0,1,0
5357,蚫,2,0,1,0
5358,蚯,2,0,1,0
5359,蚰,2,0,1,0
5360,蚶,2,0,1,0
5361,蛄,2,0,1,0
5362,蛆,2,0,1,0
5363,蛉,2,0,1,0
5364,蛔,2,0,1,0
5365,蛛,2,0,0,0
5366,蛞,2,0,1,0
5367,蛟,2,0,1,0
5368,蛩,2,0,1,0
5369,蛬,2,0,1,0
5370,蛯,2,0,1,0
5371,蛹,2,0,1,0
5372,蛻,2,0,1,0
5373,蜀,2,0,1,0
5374,蜃,2,0,1,0
5375,蜆,2,0,1,0
5376,蜈,2,0,1,0
5377,蜉,2,0,1,0
5378,蜊,2,0,1,0
5379,蜍,2,0,1,0
5380,蜑,2,0,1,0
5381,蜒,2,0,1,0
5382,蜚,2,0,1,0
5383,蜥,2,0,1,0
5384,蜩,2,0,1,0
5385,蜴,2,0,1,0
5386,蜷,2,0,1,0
5387,蜻,2,0,1,0
5388,蜿,2,0,1,0
5389,蝌,2,0,1,0
5390,蝎,2,0,1,0
5391,蝓,2,0,1,0
5392,蝗,2,0,1,0
5393,蝙,2,0,1,0
5394,蝟,2,0,1,0
5395,蝠,2,0,1,0
5396,蝣,2,0,1,0
5397,蝨,2,0,1,0
5398,蝪,2,0,0,0
5399,蝮,2,0,1,0
5400,蝴,2,0,1,0
5401,蝸,2,0,1,0
5402,螂,2,0,1,0
5403,螟,2,0,1,0
5404,螢,2,0,0,0
5405,螫,2,0,1,0
5406,螯,2,0,1,0
5407,螳,2,0,1,0
5408,螻,2,0,1,0
5409,螽,2,0,1,0
5410,蟀,2,0,1,0
5411,蟄,2,0,1,0
5412,蟆,2,0,1,0
5413,蟇,2,0,1,0
5414,蟋,2,0,1,0
5415,蟐,2,0,0,0
5416,蟒,2,0,1,0
5417,蟠,2,0,1,0
5418,蟯,2,0,1,0
5419,蟲,2,0,0,0
5420,蟶,2,0,1,0
5421,蟷,2,0,1,0
5422,蟾,2,0,1,0
5423,蠅,2,0,0,0
5424,蠍,2,0,1,0
5425,蠎,2,0,1,0
5426,蠏,2,0,0,0
5427,蠑,2,0,1,0
5428,蠕,2,0,1,0
5429,蠖,2,0,1,0
5430,蠡,2,0,1,0
5431,蠢,2,0,1,0
5432,蠣,2,0,0,0
5433,蠧,2,0,1,0
5434,蠱,2,0,1,0
5435,蠶,2,0,0,0
5436,蠹,2,0,1,0
5437,蠻,2,0,0,0
5438,衂,2,0,0,0
5439,衄,2,0,1,0
5440,衍,2,0,1,0
5441,衒,2,0,1,0
5442,衙,2,0,1,0
5443,衞,2,0,0,0
5444,衢,2,0,1,0
5445,衫,2,0,1,0
5446,衲,2,0,1,0
5447,衵,2,0,1,0
5448,衽,2,0,1,0
5449,衾,2,0,1,0
5450,袁,2,0,0,0
5451,袂,2,0,1,0
5452,袍,2,0,1,0
5453,袒,2,0,1,0
5454,袗,2,0,1,0
5455,袙,2,0,1,0
5456,袞,2,0,1,0
5457,袢,2,0,1,0
5458,袤,2,0,1,0
5459,袮,2,0,0,0
5460,袰,2,0,1,0
5461,袱,2,0,1,0
5462,袵,2,0,1,0
5463,袿,2,0,1,0
5464,裃,2,0,1,0
5465,裄,2,0,1,0
5466,裔,2,0,1,0
5467,裘,2,0,1,0
5468,裙,2,0,1,0
5469,裝,2,0,0,0
5470,裨,2,0,1,0
5471,裲,2,0,1,0
5472,裴,2,0,1,0
5473,裹,2,0,1,0
5474,裼,2,0,1,0
5475,褂,2,0,1,0
5476,褄,2,0,1,0
5477,褊,2,0,1,0
5478,褌,2,0,1,0
5479,褓,2,0,1,0
5480,褝,2,0,1,0
5481,褞,2,0,1,0
5482,褥,2,0,1,0
5483,褪,2,0,1,0
5484,褫,2,0,1,0
5485,褶,2,0,1,0
5486,褸,2,0,1,0
5487,褻,2,0,1,0
5488,襁,2,0,1,0
5489,襃,2,0,0,0
5490,襄,2,0,1,0
5491,襌,2,0,1,0
5492,襍,2,0,1,0
5493,襞,2,0,1,0
5494,襠,2,0,1,0
5495,襤,2,0,1,0
5496,襦,2,0,1,0
5497,襪,2,0,1,0
5498,襭,2,0,1,0
5499,襯,2,0,1,0
5500,襴,2,0,1,0
5501,襷,2,0,1,0
5502,襾,2,0,0,0
5503,覃,2,0,1,0
5504,覈,2,0,1,0
5505,覊,2,0,0,0
5506,覓,2,0,1,0
5507,覘,2,0,1,0
5508,覡,2,0,1,0
5509,覦,2,0,1,0
5510,覩,2,0,1,0
5511,覬,2,0,1,0
5512,覯,2,0,1,0
5513,覲,2,0,1,0
5514,覺,2,0,0,0
5515,覽,2,0,0,0
5516,覿,2,0,1,0
5517,觀,2,0,0,0
5518,觚,2,0,1,0
5519,觜,2,0,1,0
5520,觝,2,0,1,0
5521,觧,2,0,0,0
5522,觴,2,0,1,0
5523,觸,2,0,0,0
5524,訃,2,1,2,0
5525,訌,2,0,1,0
5526,訐,2,0,1,0
5527,訖,2,0,1,0
5528,訛,2,0,1,0
5529,訝,2,0,1,0
5530,訥,2,0,1,0
5531,訶,2,0,1,0
5532,詁,2,0,1,0
5533,詆,2,0,1,0
5534,詈,2,0,1,0
5535,詒,2,0,1,0
5536,詛,2,0,1,0
5537,詢,2,0,1,0
5538,詬,2,0,1,0
5539,詭,2,0,1,0
5540,詼,2,0,1,0
5541,誂,2,0,1,0
5542,誄,2,0,1,0
5543,誅,2,0,1,0
5544,誑,2,0,1,0
5545,誚,2,0,1,0
5546,誡,2,0,1,0
5547,誣,2,0,1,0
5548,誥,2,0,1,0
5549,誦,2,0,1,0
5550,誨,2,0,1,0
5551,諂,2,0,1,0
5552,諄,2,0,1,0
5553,諍,2,0,1,0
5554,諚,2,0,1,0
5555,諛,2,0,1,0
5556,諞,2,0,1,0
5557,諠,2,0,1,0
5558,諡,2,0,1,0
5559,諢,2,0,1,0
5560,諤,2,0,1,0
5561,諧,2,1,2,0
5562,諫,2,0,0,0
5563,諱,2,0,1,0
5564,諳,2,0,1,0
5565,諷,2,0,1,0
5566,謇,2,0,1,0
5567,謌,2,0,1,0
5568,謐,2,0,1,0
5569,謔,2,0,1,0
5570,謖,2,0,1,0
5571,謗,2,0,1,0
5572,謚,2,0,1,0
5573,謠,2,0,0,0
5574,謦,2,0,1,0
5575,謨,2,0,1,0
5576,謫,2,0,1,0
5577,謳,2,0,1,0
5578,謾,2,0,1,0
5579,譁,2,0,1,0
5580,證,2,0,0,0
5581,譌,2,0,1,0
5582,譎,2,0,1,0
5583,譏,2,0,1,0
5584,譖,2,0,1,0
5585,譚,2,0,1,0
5586,譛,2,0,1,0
5587,譟,2,0,1,0
5588,譫,2,0,1,0
5589,譬,2,0,1,0
5590,譯,2,0,0,0
5591,譱,2,0,0,0
5592,譴,2,0,1,0
5593,譽,2,0,0,0
5594,讀,2,0,0,0
5595,變,2,0,0,0
5596,讌,2,0,1,0
5597,讎,2,0,1,0
5598,讒,2,0,1,0
5599,讓,2,0,0,0
5600,讖,2,0,1,0
5601,讙,2,0,1,0
5602,讚,2,0,0,0
5603,谺,2,0,1,0
5604,谿,2,0,1,0
5605,豁,2,0,1,0
5606,豈,2,0,1,0
5607,豌,2,0,1,0
5608,豎,2,0,0,0
5609,豐,2,0,0,0
5610,豕,2,0,1,0
5611,豢,2,0,1,0
5612,豫,2,0,0,0
5613,豬,2,0,0,0
5614,豸,2,0,0,0
5615,豺,2,0,1,0
5616,豼,2,0,0,0
5617,貂,2,0,1,0
5618,貅,2,0,0,0
5619,貉,2,0,1,0
5620,貊,2,0,1,0
5621,貍,2,0,0,0
5622,貎,2,0,1,0
5623,貔,2,0,0,0
5624,貘,2,0,1,0
5625,貪,2,1,2,0
5626,貭,2,0,0,0
5627,貮,2,0,0,0
5628,貲,2,0,1,0
5629,貳,2,0,0,0
5630,貶,2,0,1,0
5631,貽,2,0,1,0
5632,賁,2,0,1,0
5633,賈,2,0,1,0
5634,賍,2,0,0,0
5635,賚,2,0,1,0
5636,賣,2,0,0,0
5637,賤,2,0,0,0
5638,賺,2,0,1,0
5639,賻,2,0,1,0
5640,賽,2,0,1,0
5641,贄,2,0,1,0
5642,贅,2,0,1,0
5643,贇,2,0,1,0
5644,贊,2,0,0,0
5645,贍,2,0,1,0
5646,贏,2,0,1,0
5647,贐,2,0,1,0
5648,贓,2,0,1,0
5649,贔,2,0,1,0
5650,贖,2,0,1,0
5651,赧,2,0,1,0
5652,赭,2,0,1,0
5653,赱,2,0,0,0
5654,赳,2,0,1,0
5655,趁,2,0,1,0
5656,趙,2,0,1,0
5657,趺,2,0,1,0
5658,趾,2,0,1,0
5659,跂,2,0,1,0
5660,跋,2,0,1,0
5661,跌,2,0,1,0
5662,跏,2,0,1,0
5663,跖,2,0,1,0
5664,跚,2,0,1,0
5665,跛,2,0,1,0
5666,跟,2,0,1,0
5667,跣,2,0,1,0
5668,跪,2,0,1,0
5669,跫,2,0,1,0
5670,跼,2,0,1,0
5671,跿,2,0,1,0
5672,踈,2,0,0,0
5673,踉,2,0,1,0
5674,踐,2,0,0,0
5675,踝,2,0,1,0
5676,踞,2,0,1,0
5677,踟,2,0,1,0
5678,踪,2,1,2,0
5679,踰,2,0,1,0
5680,踴,2,0,1,0
5681,踵,2,0,1,0
5682,蹂,2,0,1,0
5683,蹇,2,0,1,0
5684,蹈,2,0,1,0
5685,蹉,2,0,1,0
5686,蹊,2,0,1,0
5687,蹌,2,0,1,0
5688,蹐,2,0,1,0
5689,蹕,2,0,1,0
5690,蹙,2,0,1,0
5691,蹠,2,0,1,0
5692,蹣,2,0,1,0
5693,蹤,2,0,1,0
5694,蹲,2,0,1,0
5695,蹶,2,0,1,0
5696,蹼,2,0,1,0
5697,躁,2,0,1,0
5698,躄,2,0,1,0
5699,躅,2,0,1,0
5700,躇,2,0,1,0
5701,躊,2,0,1,0
5702,躋,2,0,1,0
5703,躑,2,0,1,0
5704,躓,2,0,1,0
5705,躔,2,0,1,0
5706,躙,2,0,1,0
5707,躡,2,0,1,0
5708,躪,2,0,1,0
5709,躬,2,0,1,0
5710,躰,2,0,0,0
5711,躱,2,0,1,0
5712,躾,2,0,1,0
5713,軅,2,0,0,0
5714,軆,2,0,0,0
5715,軈,2,0,1,0
5716,軋,2,0,1,0
5717,軛,2,0,1,0
5718,軣,2,0,0,0
5719,軫,2,0,1,0
5720,軻,2,0,1,0
5721,軼,2,0,1,0
5722,軾,2,0,1,0
5723,輅,2,0,1,0
5724,輊,2,0,1,0
5725,輌,2,0,1,0
5726,輒,2,0,1,0
5727,輓,2,0,1,0
5728,輕,2,0,0,0
5729,輙,2,0,1,0
5730,輛,2,0,1,0
5731,輜,2,0,1,0
5732,輟,2,0,1,0
5733,輦,2,0,1,0
5734,輳,2,0,1,0
5735,輹,2,0,1,0
5736,輻,2,0,1,0
5737,輾,2,0,1,0
5738,轂,2,0,1,0
5739,轅,2,0,1,0
5740,轆,2,0,1,0
5741,轉,2,0,0,0
5742,轌,2,0,1,0
5743,轎,2,0,1,0
5744,轗,2,0,1,0
5745,轜,2,0,1,0
5746,轢,2,0,1,0
5747,轣,2,0,0,0
5748,轤,2,0,1,0
5749,辜,2,0,1,0
5750,辟,2,0,1,0
5751,辣,2,1,2,0
5752,辧,2,0,0,0
5753,辨,2,0,0,0
5754,辭,2,0,0,0
5755,辮,2,0,1,0
5756,辯,2,0,0,0
5757,辷,2,0,1,0
5758,迚,2,0,1,0
5759,迢,2,0,1,0
5760,迥,2,0,1,0
5761,迪,2,0,1,0
5762,迯,2,0,0,0
5763,迴,2,0,1,0
5764,迸,2,0,1,0
5765,迹,2,0,1,0
5766,迺,2,0,0,0
5767,逅,2,0,1,0
5768,逋,2,0,1,0
5769,逍,2,0,1,0
5770,逎,2,0,1,0
5771,逑,2,0,1,0
5772,逕,2,0,1,0
5773,逖,2,0,1,0
5774,逞,2,0,1,0
5775,逡,2,0,1,0
5776,逧,2,0,1,0
5777,逵,2,0,1,0
5778,逶,2,0,0,0
5779,逹,2,0,0,0
5780,逾,2,0,1,0
5781,遉,2,0,1,0
5782,遏,2,0,1,0
5783,遐,2,0,1,0
5784,遑,2,0,1,0
5785,遒,2,0,1,0
5786,遖,2,0,1,0
5787,遘,2,0,1,0
5788,遙,2,0,0,0
5789,遞,2,0,0,0
5790,遨,2,0,1,0
5791,遯,2,0,1,0
5792,遲,2,0,0,0
5793,遶,2,0,1,0
5794,遽,2,0,1,0
5795,邀,2,0,1,0
5796,邁,2,0,1,0
5797,邂,2,0,1,0
5798,邃,2,0,1,0
5799,邇,2,0,1,0
5800,邉,2,0,0,0
5801,邊,2,0,0,0
5802,邏,2,0,1,0
5803,邨,2,0,1,0
5804,邯,2,0,1,0
5805,邱,2,0,1,0
5806,邵,2,0,1,0
5807,郛,2,0,1,0
5808,郢,2,0,1,0
5809,郤,2,0,1,0
5810,鄂,2,0,1,0
5811,鄒,2,0,1,0
5812,鄙,2,0,1,0
5813,鄰,2,0,0,0
5814,鄲,2,0,1,0
5815,酊,2,0,1,0
5816,酖,2,0,1,0
5817,酘,2,0,0,0
5818,酣,2,0,1,0
5819,酥,2,0,1,0
5820,酩,2,0,1,0
5821,酲,2,0,1,0
5822,酳,2,0,1,0
5823,醂,2,0,1,0
5824,醉,2,0,0,0
5825,醋,2,0,1,0
5826,醢,2,0,1,0
5827,醪,2,0,1,0
5828,醫,2,0,0,0
5829,醯,2,0,1,0
5830,醴,2,0,1,0
5831,醵,2,0,1,0
5832,醺,2,0,1,0
5833,釀,2,0,0,0
5834,釁,2,0,1,0
5835,釉,2,0,1,0
5836,釋,2,0,0,0
5837,釐,2,0,1,0
5838,釖,2,0,0,0
5839,釛,2,0,0,0
5840,釟,2,0,0,0
5841,釡,2,0,0,0
5842,釵,2,0,1,0
5843,釶,2,0,0,0
5844,釼,2,0,0,0
5845,釿,2,0,1,0
5846,鈑,2,0,1,0
5847,鈔,2,0,1,0
5848,鈕,2,0,1,0
5849,鈞,2,0,1,0
5850,鈩,2,0,0,0
5851,鈬,2,0,0,0
5852,鈿,2,0,1,0
5853,鉅,2,0,1,0
5854,鉈,2,0,1,0
5855,鉉,2,0,1,0
5856,鉋,2,0,1,0
5857,鉐,2,0,0,0
5858,鉗,2,0,1,0
5859,鉚,2,0,0,0
5860,鉞,2,0,1,0
5861,鉤,2,0,0,0
5862,銓,2,0,1,0
5863,銕,2,0,1,0
5864,銖,2,0,1,0
5865,銛,2,0,1,0
5866,銜,2,0,1,0
5867,銷,2,0,1,0
5868,銹,2,0,1,0
5869,鋏,2,0,1,0
5870,鋩,2,0,1,0
5871,鋺,2,0,1,0
5872,錏,2,0,1,0
5873,錙,2,0,1,0
5874,錚,2,0,1,0
5875,錢,2,0,0,0
5876,錣,2,0,1,0
5877,錮,2,1,2,0
5878,錵,2,0,1,0
5879,錺,2,0,1,0
5880,錻,2,0,1,0
5881,鍄,2,0,0,0
5882,鍖,2,0,0,0
5883,鍜,2,0,0,0
5884,鍠,2,0,1,0
5885,鍮,2,0,1,0
5886,鍼,2,0,1,0
5887,鎔,2,0,0,0
5888,鎬,2,0,1,0
5889,鎭,2,0,0,0
5890,鎰,2,0,1,0
5891,鎹,2,0,1,0
5892,鏃,2,0,1,0
5893,鏈,2,0,1,0
5894,鏐,2,0,1,0
5895,鏖,2,0,1,0
5896,鏗,2,0,1,0
5897,鏘,2,0,1,0
5898,鏝,2,0,1,0
5899,鏤,2,0,1,0
5900,鏥,2,0,0,0
5901,鏨,2,0,1,0
5902,鐃,2,0,1,0
5903,鐇,2,0,0,0
5904,鐐,2,0,1,0
5905,鐓,2,0,1,0
5906,鐔,2,0,1,0
5907,鐚,2,0,1,0
5908,鐡,2,0,0,0
5909,鐫,2,0,1,0
5910,鐵,2,0,0,0
5911,鐶,2,0,1,0
5912,鐺,2,0,1,0
5913,鑁,2,0,0,0
5914,鑄,2,0,0,0
5915,鑒,2,0,1,0
5916,鑚,2,0,1,0
5917,鑛,2,0,0,0
5918,鑞,2,0,1,0
5919,鑠,2,0,1,0
5920,鑢,2,0,1,0
5921,鑪,2,0,1,0
5922,鑰,2,0,1,0
5923,鑵,2,0,1,0
5924,鑷,2,0,1,0
5925,鑼,2,0,1,0
5926,鑽,2,0,1,0
5927,鑾,2,0,1,0
5928,鑿,2,0,1,0
5929,钁,2,0,1,0
5930,閂,2,0,1,0
5931,閇,2,0,0,0
5932,閊,2,0,1,0
5933,閔,2,0,1,0
5934,閖,2,0,0,0
5935,閘,2,0,1,0
5936,閙,2,0,1,0
5937,閠,2,0,0,0
5938,閧,2,0,1,0
5939,閨,2,0,1,0
5940,閭,2,0,1,0
5941,閹,2,0,1,0
5942,閻,2,0,1,0
5943,閼,2,0,1,0
5944,閾,2,0,1,0
5945,闃,2,0,1,0
5946,闊,2,0,1,0
5947,闌,2,0,1,0
5948,闍,2,0,1,0
5949,闔,2,0,1,0
5950,闕,2,0,1,0
5951,闖,2,0,1,0
5952,關,2,0,0,0
5953,闡,2,0,1,0
5954,闢,2,0,1,0
5955,闥,2,0,1,0
5956,阡,2,0,1,0
5957,阨,2,0,1,0
5958,阮,2,0,1,0
5959,阯,2,0,1,0
5960,陂,2,0,1,0
5961,陋,2,0,1,0
5962,陌,2,0,1,0
5963,陏,2,0,0,0
5964,陜,2,0,1,0
5965,陝,2,0,1,0
5966,陞,2,0,1,0
5967,陟,2,0,1,0
5968,陦,2,0,0,0
5969,陬,2,0,1,0
5970,陲,2,0,1,0
5971,陷,2,0,0,0
5972,隋,2,0,1,0
5973,隍,2,0,1,0
5974,隕,2,0,1,0
5975,隗,2,0,1,0
5976,隘,2,0,1,0
5977,隧,2,0,1,0
5978,隨,2,0,0,0
5979,險,2,0,0,0
5980,隰,2,0,1,0
5981,隱,2,0,0,0
5982,隲,2,0,0,0
5983,隴,2,0,1,0
5984,隶,2,0,0,0
5985,隸,2,0,0,0
5986,隹,2,0,0,0
5987,雉,2,0,1,0
5988,雋,2,0,1,0
5989,雍,2,0,1,0
5990,雎,2,0,1,0
5991,雕,2,0,1,0
5992,雖,2,0,1,0
5993,雙,2,0,0,0
5994,雜,2,0,1,0
5995,雹,2,0,1,0
5996,霄,2,0,1,0
5997,霆,2,0,1,0
5998,霈,2,0,1,0
5999,霍,2,0,1,0
6000,霎,2,0,1,0
6001,霏,2,0,1,0
6002,霑,2,0,1,0
6003,霓,2,0,1,0
6004,霖,2,0,1,0
6005,霙,2,0,1,0
6006,霤,2,0,1,0
6007,霪,2,0,1,0
6008,霰,2,0,1,0
6009,霸,2,0,1,0
6010,霹,2,0,1,0
6011,霽,2,0,1,0
6012,霾,2,0,1,0
6013,靂,2,0,1,0
6014,靄,2,0,1,0
6015,靆,2,0,1,0
6016,靈,2,0,0,0
6017,靉,2,0,1,0
6018,靜,2,0,0,0
6019,靠,2,0,1,0
6020,靡,2,0,1,0
6021,靤,2,0,1,0
6022,靦,2,0,1,0
6023,靨,2,0,1,0
6024,靫,2,0,1,0
6025,靱,2,0,0,0
6026,靹,2,0,0,0
6027,靺,2,0,1,0
6028,靼,2,0,1,0
6029,鞁,2,0,1,0
6030,鞅,2,0,1,0
6031,鞆,2,0,1,0
6032,鞋,2,0,1,0
6033,鞏,2,0,1,0
6034,鞐,2,0,1,0
6035,鞜,2,0,1,0
6036,鞣,2,0,1,0
6037,鞦,2,0,1,0
6038,鞨,2,0,1,0
6039,鞫,2,0,1,0
6040,鞳,2,0,1,0
6041,鞴,2,0,1,0
6042,韃,2,0,0,0
6043,韆,2,0,1,0
6044,韈,2,0,1,0
6045,韋,2,0,1,0
6046,韜,2,0,1,0
6047,韭,2,0,0,0
6048,韲,2,0,1,0
6049,韵,2,0,1,0
6050,韶,2,0,1,0
6051,頌,2,0,1,0
6052,頏,2,0,1,0
6053,頡,2,0,1,0
6054,頤,2,0,1,0
6055,頷,2,0,1,0
6056,頸,2,0,0,0
6057,頽,2,0,1,0
6058,顆,2,0,1,0
6059,顋,2,0,1,0
6060,顏,2,0,0,0
6061,顫,2,0,1,0
6062,顯,2,0,0,0
6063,顰,2,0,1,0
6064,顱,2,0,1,0
6065,顳,2,0,1,0
6066,顴,2,0,1,0
6067,颪,2,0,1,0
6068,颯,2,0,1,0
6069,颱,2,0,1,0
6070,颶,2,0,1,0
6071,飃,2,0,0,0
6072,飄,2,0,1,0
6073,飆,2,0,1,0
6074,飜,2,0,1,0
6075,飩,2,0,1,0
6076,飫,2,0,1,0
6077,飭,2,0,1,0
