unicode,character
U+8006,耆
U+8004,耄
U+800b,耋
U+8018,耘
U+8019,耙
U+801c,耜
U+8021,耡
U+8028,耨
U+803f,耿
U+804a,聊
U+8046,聆
U+8052,聒
U+8058,聘
U+805a,聚
U+805f,聟
U+8062,聢
U+8073,聳
U+8076,聶
U+807f,聿
U+8084,肄
U+8086,肆
U+809b,肛
U+8093,肓
U+809a,肚
U+80ad,肭
U+80ac,肬
U+80db,胛
U+80e5,胥
U+80d9,胙
U+80dd,胝
U+80c4,胄
U+80da,胚
U+80d6,胖
U+80ef,胯
U+80f1,胱
U+811b,脛
U+8129,脩
U+8123,脣
U+812f,脯
U+814b,腋
U+968b,隋
U+8146,腆
U+813e,脾
U+8153,腓
U+8151,腑
U+80fc,胼
U+8171,腱
U+816e,腮
U+8165,腥
U+8174,腴
U+8183,膃
U+8188,膈
U+818a,膊
U+8180,膀
U+8182,膂
U+81a0,膠
U+81a3,膣
U+815f,腟
U+81a9,膩
U+81b0,膰
U+81b5,膵
U+81be,膾
U+81c0,臀
U+81c2,臂
U+81ba,膺
U+81c9,臉
U+81cd,臍
U+81d1,臑
U+81d9,臙
U+81d8,臘
U+81da,臚
U+81e0,臠
U+81e7,臧
U+81fb,臻
U+81fe,臾
U+8201,舁
U+8202,舂
U+8205,舅
U+8210,舐
U+822b,舫
U+8238,舸
U+8233,舳
U+8240,艀
U+8259,艙
U+8258,艘
U+825d,艝
U+825a,艚
U+825f,艟
U+8264,艤
U+8262,艢
U+8268,艨
U+826a,艪
U+826b,艫
U+8271,艱
U+8278,艸
U+827e,艾
U+828d,芍
U+8292,芒
U+82ab,芫
U+829f,芟
U+82bb,芻
U+82ac,芬
U+82e1,苡
U+82e3,苣
U+82df,苟
U+82f4,苴
U+82f3,苳
U+82fa,苺
U+8393,莓
U+8303,范
U+82fb,苻
U+82f9,苹
U+82de,苞
U+8306,茆
U+82dc,苜
U+8309,茉
U+82d9,苙
U+8335,茵
U+8334,茴
U+8332,茲
U+8331,茱
U+8340,荀
U+8339,茹
U+8350,荐
U+8345,荅
U+832f,茯
U+832b,茫
U+8317,茗
U+8318,茘
U+8385,莅
U+839a,莚
U+83aa,莪
U+839f,莟
U+83a2,莢
U+8323,茣
U+838e,莎
U+837c,荼
U+8373,荳
U+8375,荵
U+83a0,莠
U+8389,莉
U+83a8,莨
U+83f4,菴
U+83eb,菫
U+83ce,菎
U+83fd,菽
U+8403,萃
U+83d8,菘
U+83c1,菁
U+83e0,菠
U+83f2,菲
U+840d,萍
U+8422,萢
U+83bd,莽
U+8438,萸
U+846d,葭
U+843c,萼
U+8477,葷
U+84ad,蒭
U+8482,蒂
U+8469,葩
U+8446,葆
U+846f,葯
U+8435,萵
U+84b9,蒹
U+84bf,蒿
U+849f,蒟
U+84d9,蓙
U+84cd,蓍
U+84bb,蒻
U+84d0,蓐
U+84c1,蓁
U+84c6,蓆
U+84d6,蓖
U+84a1,蒡
U+8521,蔡
U+84ff,蓿
U+84f4,蓴
U+8517,蔗
U+8518,蔘
U+852c,蔬
U+851f,蔟
U+8515,蔕
U+8514,蔔
U+84fc,蓼
U+8540,蕀
U+8563,蕣
U+8558,蕘
U+8548,蕈
U+8541,蕁
U+8555,蕕
U+8580,薀
U+85a4,薤
U+8588,薈
U+8591,薑
U+858a,薊
U+85a8,薨
U+856d,蕭
U+8594,薔
U+859b,薛
U+8587,薇
U+859c,薜
U+8577,蕷
U+857e,蕾
U+8590,薐
U+85c9,藉
U+85ba,薺
U+85b9,薹
U+85d0,藐
U+85d5,藕
U+85dc,藜
U+85f9,藹
U+860a,蘊
U+860b,蘋
U+85fe,藾
U+85fa,藺
U+8606,蘆
U+8622,蘢
U+861a,蘚
U+863f,蘿
U+8654,虔
U+8667,虧
U+8671,虱
U+8693,蚓
U+86a3,蚣
U+86a9,蚩
U+86aa,蚪
U+868b,蚋
U+868c,蚌
U+86b6,蚶
U+86af,蚯
U+86c4,蛄
U+86c6,蛆
U+86b0,蚰
U+86c9,蛉
U+86ab,蚫
U+86d4,蛔
U+86de,蛞
U+86e9,蛩
U+86ec,蛬
U+86df,蛟
U+86ef,蛯
U+8712,蜒
U+8706,蜆
U+8708,蜈
U+8700,蜀
U+8703,蜃
U+86fb,蛻
U+8711,蜑
U+8709,蜉
U+870d,蜍
U+86f9,蛹
U+870a,蜊
U+8734,蜴
U+873f,蜿
U+8737,蜷
U+873b,蜻
U+8725,蜥
U+8729,蜩
U+871a,蜚
U+8760,蝠
U+875f,蝟
U+8778,蝸
U+874c,蝌
U+874e,蝎
U+8774,蝴
U+8757,蝗
U+8768,蝨
U+876e,蝮
U+8759,蝙
U+8753,蝓
U+8763,蝣
U+879f,螟
U+8782,螂
U+87af,螯
U+87cb,蟋
U+87bd,螽
U+87c0,蟀
U+96d6,雖
U+87ab,螫
U+87c4,蟄
U+87b3,螳
U+87c7,蟇
U+87c6,蟆
U+87bb,螻
U+87ef,蟯
U+87e0,蟠
U+880d,蠍
U+87fe,蟾
U+87f6,蟶
U+87f7,蟷
U+880e,蠎
U+87d2,蟒
U+8811,蠑
U+8816,蠖
U+8815,蠕
U+8822,蠢
U+8821,蠡
U+8831,蠱
U+8839,蠹
U+8827,蠧
U+8844,衄
U+8852,衒
U+8859,衙
U+8862,衢
U+886b,衫
U+887e,衾
U+889e,袞
U+8875,衵
U+887d,衽
U+88b5,袵
U+8872,衲
U+8882,袂
U+8897,袗
U+8892,袒
U+8899,袙
U+88a2,袢
U+888d,袍
U+88a4,袤
U+88b0,袰
U+88bf,袿
U+88b1,袱
U+88c3,裃
U+88c4,裄
U+88d4,裔
U+88d8,裘
U+88d9,裙
U+88f9,裹
U+8902,褂
U+88fc,裼
U+88f4,裴
U+88e8,裨
U+88f2,裲
U+8904,褄
U+890c,褌
U+890a,褊
U+8913,褓
U+891e,褞
U+8925,褥
U+892a,褪
U+892b,褫
U+8941,襁
U+8944,襄
U+893b,褻
U+8936,褶
U+8938,褸
U+894c,襌
U+891d,褝
U+8960,襠
U+895e,襞
U+8966,襦
U+8964,襤
U+896d,襭
U+896a,襪
U+896f,襯
U+8974,襴
U+8977,襷
U+8983,覃
U+8988,覈
U+8993,覓
U+8998,覘
U+89a1,覡
U+89a9,覩
U+89a6,覦
U+89ac,覬
U+89af,覯
U+89b2,覲
U+89bf,覿
U+89da,觚
U+89dc,觜
U+89dd,觝
U+89f4,觴
U+8a16,訖
U+8a10,訐
U+8a0c,訌
U+8a1b,訛
U+8a1d,訝
U+8a25,訥
U+8a36,訶
U+8a41,詁
U+8a5b,詛
U+8a52,詒
U+8a46,詆
U+8a48,詈
U+8a7c,詼
U+8a6d,詭
U+8a6c,詬
U+8a62,詢
U+8a85,誅
U+8a82,誂
U+8a84,誄
U+8aa8,誨
U+8aa1,誡
U+8a91,誑
U+8aa5,誥
U+8aa6,誦
U+8a9a,誚
U+8aa3,誣
U+8ac4,諄
U+8acd,諍
U+8ac2,諂
U+8ada,諚
U+8af3,諳
U+8ae4,諤
U+8af1,諱
U+8b14,謔
U+8ae0,諠
U+8ae2,諢
U+8af7,諷
U+8ade,諞
U+8adb,諛
U+8b0c,謌
U+8b07,謇
U+8b1a,謚
U+8ae1,諡
U+8b16,謖
U+8b10,謐
U+8b17,謗
U+8b33,謳
U+97ab,鞫
U+8b26,謦
U+8b2b,謫
U+8b3e,謾
U+8b28,謨
U+8b41,譁
U+8b4c,譌
U+8b4f,譏
U+8b4e,譎
U+8b56,譖
U+8b5b,譛
U+8b5a,譚
U+8b6b,譫
U+8b5f,譟
U+8b6c,譬
U+8b74,譴
U+8b8c,讌
U+8b8e,讎
U+8b92,讒
U+8b96,讖
U+8b99,讙
U+8c3a,谺
U+8c41,豁
U+8c3f,谿
U+8c48,豈
U+8c4c,豌
U+8c55,豕
U+8c62,豢
U+8c7a,豺
U+8c82,貂
U+8c89,貉
U+8c8a,貊
U+8c8e,貎
U+8c98,貘
U+8cbd,貽
U+8cb2,貲
U+8cb6,貶
U+8cc8,賈
U+8cc1,賁
U+8cda,賚
U+8cfd,賽
U+8cfa,賺
U+8cfb,賻
U+8d04,贄
U+8d05,贅
U+8d07,贇
U+8d0f,贏
U+8d0d,贍
U+8d10,贐
U+9f4e,齎
U+8d13,贓
U+8d14,贔
U+8d16,贖
U+8d67,赧
U+8d6d,赭
U+8d73,赳
U+8d81,趁
U+8d99,趙
U+8dc2,跂
U+8dbe,趾
U+8dba,趺
U+8dcf,跏
U+8dda,跚
U+8dd6,跖
U+8dcc,跌
U+8ddb,跛
U+8dcb,跋
U+8dea,跪
U+8deb,跫
U+8ddf,跟
U+8de3,跣
U+8dfc,跼
U+8e09,踉
U+8dff,跿
U+8e1d,踝
U+8e1e,踞
U+8e1f,踟
U+8e42,蹂
U+8e35,踵
U+8e30,踰
U+8e34,踴
U+8e4a,蹊
U+8e47,蹇
U+8e49,蹉
U+8e4c,蹌
U+8e50,蹐
U+8e48,蹈
U+8e59,蹙
U+8e64,蹤
U+8e60,蹠
U+8e63,蹣
U+8e55,蹕
U+8e76,蹶
U+8e72,蹲
U+8e7c,蹼
U+8e81,躁
U+8e87,躇
U+8e85,躅
U+8e84,躄
U+8e8b,躋
U+8e8a,躊
U+8e93,躓
U+8e91,躑
U+8e94,躔
U+8e99,躙
U+8eaa,躪
U+8ea1,躡
U+8eac,躬
U+8eb1,躱
U+8ebe,躾
U+8ec8,軈
U+8ecb,軋
U+8edb,軛
U+8efc,軼
U+8efb,軻
U+8eeb,軫
U+8efe,軾
U+8f0a,輊
U+8f05,輅
U+8f12,輒
U+8f19,輙
U+8f13,輓
U+8f1c,輜
U+8f1f,輟
U+8f1b,輛
U+8f0c,輌
U+8f26,輦
U+8f33,輳
U+8f3b,輻
U+8f39,輹
U+8f45,轅
U+8f42,轂
U+8f3e,輾
U+8f4c,轌
U+8f46,轆
U+8f4e,轎
U+8f57,轗
U+8f5c,轜
U+8f62,轢
U+8f64,轤
U+8f9c,辜
U+8f9f,辟
U+8fb7,辷
U+8fda,迚
U+8fe5,迥
U+8fe2,迢
U+8fea,迪
U+9087,邇
U+8ff4,迴
U+9005,逅
U+8ff9,迹
U+9011,逑
U+9015,逕
U+9021,逡
U+900d,逍
U+901e,逞
U+9016,逖
U+900b,逋
U+9027,逧
U+9035,逵
U+8ff8,迸
U+904f,遏
U+9050,遐
U+9051,遑
U+9052,遒
U+900e,逎
U+9049,遉
U+903e,逾
U+9056,遖
U+9058,遘
U+9068,遨
U+906f,遯
U+9076,遶
U+9082,邂
U+907d,遽
U+9081,邁
U+9080,邀
U+908f,邏
U+90a8,邨
U+90af,邯
U+90b1,邱
U+90b5,邵
U+90e2,郢
U+90e4,郤
U+6248,扈
U+90db,郛
U+9102,鄂
U+9112,鄒
U+9119,鄙
U+9132,鄲
U+914a,酊
U+9156,酖
U+9163,酣
U+9165,酥
U+9169,酩
U+9173,酳
U+9172,酲
U+918b,醋
U+9182,醂
U+91a2,醢
U+91af,醯
U+91aa,醪
U+91b5,醵
U+91b4,醴
U+91ba,醺
U+91c1,釁
U+91c9,釉
U+91d0,釐
U+91f5,釵
U+921e,鈞
U+91ff,釿
U+9214,鈔
U+9215,鈕
U+9211,鈑
U+925e,鉞
U+9257,鉗
U+9245,鉅
U+9249,鉉
U+9248,鉈
U+9295,銕
U+923f,鈿
U+924b,鉋
U+929c,銜
U+9296,銖
U+9293,銓
U+929b,銛
U+92cf,鋏
U+92b9,銹
U+92b7,銷
U+92e9,鋩
U+930f,錏
U+92fa,鋺
U+9319,錙
U+931a,錚
U+9323,錣
U+933a,錺
U+9335,錵
U+933b,錻
U+9360,鍠
U+937c,鍼
U+936e,鍮
U+93b0,鎰
U+93ac,鎬
U+93b9,鎹
U+93d6,鏖
U+93d7,鏗
U+93e8,鏨
U+93d8,鏘
U+93c3,鏃
U+93dd,鏝
U+93d0,鏐
U+93c8,鏈
U+93e4,鏤
U+941a,鐚
U+9414,鐔
U+9413,鐓
U+9403,鐃
U+9410,鐐
U+9436,鐶
U+942b,鐫
U+943a,鐺
U+9452,鑒
U+9460,鑠
U+9462,鑢
U+945e,鑞
U+946a,鑪
U+9470,鑰
U+9475,鑵
U+9477,鑷
U+947d,鑽
U+945a,鑚
U+947c,鑼
U+947e,鑾
U+9481,钁
U+947f,鑿
U+9582,閂
U+958a,閊
U+9594,閔
U+9598,閘
U+9599,閙
U+95a8,閨
U+95a7,閧
U+95ad,閭
U+95bc,閼
U+95bb,閻
U+95b9,閹
U+95be,閾
U+95ca,闊
U+6ff6,濶
U+95c3,闃
U+95cd,闍
U+95cc,闌
U+95d5,闕
U+95d4,闔
U+95d6,闖
U+95e1,闡
U+95e5,闥
U+95e2,闢
U+9621,阡
U+9628,阨
U+962e,阮
U+962f,阯
U+9642,陂
U+964c,陌
U+964b,陋
U+965c,陜
U+965e,陞
U+965d,陝
U+965f,陟
U+9672,陲
U+966c,陬
U+968d,隍
U+9698,隘
U+9695,隕
U+9697,隗
U+96a7,隧
U+96b0,隰
U+96b4,隴
U+96ce,雎
U+96cb,雋
U+96c9,雉
U+96cd,雍
U+894d,襍
U+96dc,雜
U+970d,霍
U+96d5,雕
U+96f9,雹
U+9704,霄
U+9706,霆
U+9708,霈
U+9713,霓
U+970e,霎
U+9711,霑
U+970f,霏
U+9716,霖
U+9719,霙
U+9724,霤
U+972a,霪
U+9730,霰
U+9739,霹
U+973d,霽
U+973e,霾
U+9744,靄
U+9746,靆
U+9742,靂
U+9749,靉
U+9760,靠
U+9764,靤
U+9766,靦
U+9768,靨
U+52d2,勒
U+976b,靫
U+9785,鞅
U+977c,靼
U+9781,鞁
U+977a,靺
U+9786,鞆
U+978b,鞋
U+978f,鞏
U+9790,鞐
U+979c,鞜
U+97a8,鞨
U+97a6,鞦
U+97a3,鞣
U+97b3,鞳
U+97b4,鞴
U+97c6,韆
U+97c8,韈
U+97cb,韋
U+97dc,韜
U+9f4f,齏
U+97f2,韲
U+7adf,竟
U+97f6,韶
U+97f5,韵
U+980f,頏
U+980c,頌
U+9824,頤
U+9821,頡
U+9837,頷
U+983d,頽
U+9846,顆
U+984b,顋
U+986b,顫
U+9870,顰
U+9871,顱
U+9874,顴
U+9873,顳
U+98aa,颪
U+98af,颯
U+98b1,颱
U+98b6,颶
U+98c4,飄
U+98c6,飆
U+98e9,飩
U+98eb,飫
U+9903,餃
U+9909,餉
U+9912,餒
U+9914,餔
U+9921,餡
U+991e,餞
U+9924,餤
U+992c,餬
U+992e,餮
U+993d,餽
U+993e,餾
U+9942,饂
U+9949,饉
U+9945,饅
U+9950,饐
U+994b,饋
U+9951,饑
U+9952,饒
U+994c,饌
U+9955,饕
U+9997,馗
U+9998,馘
U+99a5,馥
U+99ad,馭
U+99ae,馮
U+99df,駟
U+99db,駛
U+99dd,駝
U+99d8,駘
U+99d1,駑
U+99ed,駭
U+99ee,駮
U+99f1,駱
U+99fb,駻
U+99f8,駸
U+9a01,騁
U+9a0f,騏
U+9a05,騅
U+99e2,駢
U+9a19,騙
U+9a2b,騫
U+9a42,驂
U+9a40,驀
U+9a43,驃
U+9a3e,騾
U+9a55,驕
U+9a4d,驍
U+9a5f,驟
U+9a62,驢
U+9a65,驥
U+9a64,驤
U+9a69,驩
U+9a6a,驪
U+9aad,骭
U+9ab0,骰
U+9abc,骼
U+9ac0,髀
U+9acf,髏
U+9ad1,髑
U+9ae2,髢
U+9ae3,髣
U+9ae6,髦
U+9aef,髯
U+9aeb,髫
U+9af4,髴
U+9af1,髱
U+9af7,髷
U+9afb,髻
U+9b06,鬆
U+9b18,鬘
U+9b1a,鬚
U+9b1f,鬟
U+9b22,鬢
U+9b23,鬣
U+9b27,鬧
U+9b28,鬨
U+9b29,鬩
U+9b2e,鬮
U+9b2f,鬯
U+9b44,魄
U+9b43,魃
U+9b4f,魏
U+9b4d,魍
U+9b4e,魎
U+9b51,魑
U+9b58,魘
U+9b74,魴
U+9b93,鮓
U+9b83,鮃
U+9b91,鮑
U+9b96,鮖
U+9b97,鮗
U+9b9f,鮟
U+9ba0,鮠
U+9ba8,鮨
U+9bb4,鮴
U+9bc0,鯀
U+9bca,鯊
U+9bb9,鮹
U+9bcf,鯏
U+9bd1,鯑
U+9bd2,鯒
U+9be3,鯣
U+9be2,鯢
U+9be4,鯤
U+9bd4,鯔
U+9be1,鯡
U+9bf2,鯲
U+9bf1,鯱
U+9bf0,鯰
U+9c15,鰕
U+9c14,鰔
U+9c09,鰉
U+9c13,鰓
U+9c0c,鰌
U+9c06,鰆
U+9c08,鰈
U+9c12,鰒
U+9c0a,鰊
U+9c04,鰄
U+9c2e,鰮
U+9c1b,鰛
U+9c25,鰥
U+9c24,鰤
U+9c30,鰰
U+9c47,鱇
U+9c46,鱆
U+9c3e,鰾
U+9c5a,鱚
U+9c60,鱠
U+9c67,鱧
U+9c76,鱶
U+9c78,鱸
U+9ce7,鳧
U+9cec,鳬
U+9cf0,鳰
U+9d09,鴉
U+9d03,鴃
U+9d06,鴆
U+9d2a,鴪
U+9d23,鴣
U+9d1f,鴟
U+9d44,鵄
U+9d15,鴕
U+9d12,鴒
U+9d41,鵁
U+9d3f,鴿
U+9d3e,鴾
U+9d46,鵆
U+9d5d,鵝
U+9d5e,鵞
U+9d64,鵤
U+9d51,鵑
U+9d59,鵙
U+9d72,鵲
U+9d89,鶉
U+9d87,鶇
U+9dab,鶫
U+9d6f,鵯
U+9d7a,鵺
U+9d9a,鶚
U+9da4,鶤
U+9da9,鶩
U+9db2,鶲
U+9dc1,鷁
U+9dbb,鶻
U+9db8,鶸
U+9dba,鶺
U+9dc6,鷆
U+9dc2,鷂
U+9dd9,鷙
U+9dd3,鷓
U+9df8,鷸
U+9de6,鷦
U+9ded,鷭
U+9def,鷯
U+9dfd,鷽
U+9e1b,鸛
U+9e1e,鸞
U+9e75,鹵
U+9e79,鹹
U+9e81,麁
U+9e88,麈
U+9e8b,麋
U+9e8c,麌
U+9e95,麕
U+9e91,麑
U+9e9d,麝
U+9ea9,麩
U+9eb8,麸
U+9ead,麭
U+9761,靡
U+9ecc,黌
U+9ece,黎
U+9ecf,黏
U+9ed0,黐
U+9ed4,黔
U+9edc,黜
U+9edd,黝
U+9ee0,黠
U+9ee5,黥
U+9eef,黯
U+9ef4,黴
U+9ef6,黶
U+9ef7,黷
U+9ef9,黹
U+9efb,黻
U+9efc,黼
U+9efd,黽
U+9f07,鼇
U+9f08,鼈
U+9f15,鼕
U+9f2c,鼬
U+9f3e,鼾
U+9f54,齔
U+9f63,齣
U+9f5f,齟
U+9f60,齠
U+9f66,齦
U+9f67,齧
U+9f6c,齬
U+9f6a,齪
U+9f77,齷
U+9f72,齲
U+9f76,齶
U+9f95,龕
U+9fa0,龠
U+51dc,凜
U+7199,熙
