yojijukugo,reading,link
自己暗示,じこあんじ,https://www.kanjipedia.jp//kotoba/0002853900
試行錯誤,しこうさくご,https://www.kanjipedia.jp//kotoba/0002820000
自業自得,じごうじとく,https://www.kanjipedia.jp//kotoba/0002854600
至公至平,しこうしへい,https://www.kanjipedia.jp//kotoba/0002739300
四荒八極,しこうはっきょく,https://www.kanjipedia.jp//kotoba/0002717600
自己嫌悪,じこけんお,https://www.kanjipedia.jp//kotoba/0002854000
自己顕示,じこけんじ,https://www.kanjipedia.jp//kotoba/0002854100
事後承諾,じごしょうだく,https://www.kanjipedia.jp//kotoba/0002866800
自己批判,じこひはん,https://www.kanjipedia.jp//kotoba/0002854200
自己満足,じこまんぞく,https://www.kanjipedia.jp//kotoba/0002854300
自己矛盾,じこむじゅん,https://www.kanjipedia.jp//kotoba/0002854400
士魂商才,しこんしょうさい,https://www.kanjipedia.jp//kotoba/0002695700
思索生知,しさくせいち,https://www.kanjipedia.jp//kotoba/0002767800
屍山血河,しざんけつが,https://www.kanjipedia.jp//kotoba/0002764800
時時刻刻,じじこくこく,https://www.kanjipedia.jp//kotoba/0002879600
志士仁人,ししじんじん,https://www.kanjipedia.jp//kotoba/0002743600
師資相承,ししそうしょう,https://www.kanjipedia.jp//kotoba/0002777700
子子孫孫,ししそんそん,https://www.kanjipedia.jp//kotoba/0002699900
事実無根,じじつむこん,https://www.kanjipedia.jp//kotoba/0002867200
事事物物,じじぶつぶつ,https://www.kanjipedia.jp//kotoba/0002867300
獅子奮迅,ししふんじん,https://www.kanjipedia.jp//kotoba/0002814500
刺字漫滅,しじまんめつ,https://www.kanjipedia.jp//kotoba/0002754100
四十九日,しじゅうくにち,https://www.kanjipedia.jp//kotoba/0002718300
四十八手,しじゅうはって,https://www.kanjipedia.jp//kotoba/0002718500
自粛自戒,じしゅくじかい,https://www.kanjipedia.jp//kotoba/0002855900
自縄自縛,じじょうじばく,https://www.kanjipedia.jp//kotoba/0002856600
紙上談兵,しじょうだんぺい,https://www.kanjipedia.jp//kotoba/0002783900
事上磨錬,じじょうまれん,https://www.kanjipedia.jp//kotoba/0002867600
四書五経,シショゴキョウ,https://www.kanjipedia.jp//kotoba/0002718600
死屍累累,ししるいるい,https://www.kanjipedia.jp//kotoba/0002731900
四神相応,しじんそうおう,https://www.kanjipedia.jp//kotoba/0002718700
自然淘汰,しぜんとうた,https://www.kanjipedia.jp//kotoba/0002858000
志操堅固,しそうけんご,https://www.kanjipedia.jp//kotoba/0002743800
志大才疎,しだいさいそ,https://www.kanjipedia.jp//kotoba/0002743900
時代錯誤,じだいさくご,https://www.kanjipedia.jp//kotoba/0002880400
至大至剛,しだいしごう,https://www.kanjipedia.jp//kotoba/0002740000
舌先三寸,したさきサンズン,https://www.kanjipedia.jp//kotoba/0004018000
七嘴八舌,しちしはちぜつ,https://www.kanjipedia.jp//kotoba/0007467700
七縦七擒,しちしょうしちきん,https://www.kanjipedia.jp//kotoba/0007467800
七転八倒,しちてんばっとう,https://www.kanjipedia.jp//kotoba/0002917800
七顚八倒,しちてんばっとう,https://www.kanjipedia.jp//kotoba/0002917900
七堂伽藍,しちどうがらん,https://www.kanjipedia.jp//kotoba/0002918000
七難九厄,しちなんくやく,https://www.kanjipedia.jp//kotoba/0002918200
視聴言動,しちょうげんどう,https://www.kanjipedia.jp//kotoba/0002795000
四鳥別離,しちょうべつり,https://www.kanjipedia.jp//kotoba/0002719300
七里結界,しちりけっかい,https://www.kanjipedia.jp//kotoba/0002918900
四通八達,しつうはったつ,https://www.kanjipedia.jp//kotoba/0002719400
悉皆成仏,しっかいじょうぶつ,https://www.kanjipedia.jp//kotoba/0002932600
質疑応答,しつぎおうとう,https://www.kanjipedia.jp//kotoba/0002942000
十死一生,じっしいっしょう,https://www.kanjipedia.jp//kotoba/0003161100
実事求是,じつじきゅうぜ,https://www.kanjipedia.jp//kotoba/0002948300
質実剛健,しつじつごうけん,https://www.kanjipedia.jp//kotoba/0002942100
失笑噴飯,しっしょうふんぱん,https://www.kanjipedia.jp//kotoba/0002923900
実践躬行,じっせんきゅうこう,https://www.kanjipedia.jp//kotoba/0002949400
𠮟咤激励,シッタゲキレイ,https://www.kanjipedia.jp//kotoba/0002921800
十中八九,じっちゅうはっく,https://www.kanjipedia.jp//kotoba/0003161200
七珍万宝,しっちんまんぽう,https://www.kanjipedia.jp//kotoba/0002919100
疾風勁草,しっぷうけいそう,https://www.kanjipedia.jp//kotoba/0002929000
十風五雨,じっぷうごう,https://www.kanjipedia.jp//kotoba/0003161700
疾風迅雷,しっぷうじんらい,https://www.kanjipedia.jp//kotoba/0002929100
疾風怒濤,しっぷうどとう,https://www.kanjipedia.jp//kotoba/0002929200
櫛風沐雨,しっぷうもくう,https://www.kanjipedia.jp//kotoba/0002944800
失望落胆,しつぼうらくたん,https://www.kanjipedia.jp//kotoba/0002925600
紫電一閃,しでんいっせん,https://www.kanjipedia.jp//kotoba/0002803300
紫電清霜,しでんせいそう,https://www.kanjipedia.jp//kotoba/0002803400
自然法爾,じねんほうに,https://www.kanjipedia.jp//kotoba/0002859600
士農工商,しのうこうしょう,https://www.kanjipedia.jp//kotoba/0002696000
四百四病,しひゃくしびょう,https://www.kanjipedia.jp//kotoba/0002719700
雌伏雄飛,しふくゆうひ,https://www.kanjipedia.jp//kotoba/0002826500
四分五裂,シブンゴレツ,https://www.kanjipedia.jp//kotoba/0002719800
自暴自棄,じぼうじき,https://www.kanjipedia.jp//kotoba/0002860700
四方八方,しほうはっぽう,https://www.kanjipedia.jp//kotoba/0002720000
慈母敗子,じぼはいし,https://www.kanjipedia.jp//kotoba/0002886300
揣摩臆測,しまおくそく,https://www.kanjipedia.jp//kotoba/0002798100
七五三縄,しめなわ,https://www.kanjipedia.jp//kotoba/0002919400
四面楚歌,シメンソカ,https://www.kanjipedia.jp//kotoba/0002720100
自問自答,じもんじとう,https://www.kanjipedia.jp//kotoba/0002861400
四門出遊,しもんしゅつゆう,https://www.kanjipedia.jp//kotoba/0002720200
釈眼儒心,しゃくがんじゅしん,https://www.kanjipedia.jp//kotoba/0003009400
釈近謀遠,しゃくきんぼうえん,https://www.kanjipedia.jp//kotoba/0003009500
釈根灌枝,しゃくこんかんし,https://www.kanjipedia.jp//kotoba/0003009600
杓子定規,しゃくしじょうぎ,https://www.kanjipedia.jp//kotoba/0003003600
弱肉強食,じゃくにくきょうしょく,https://www.kanjipedia.jp//kotoba/0003019800
寂滅為楽,じゃくめついらく,https://www.kanjipedia.jp//kotoba/0003022700
車蛍孫雪,しゃけいそんせつ,https://www.kanjipedia.jp//kotoba/0002969200
吹影鏤塵,すいえいろうじん,https://www.kanjipedia.jp//kotoba/0003739200
随感随筆,ずいかんずいひつ,https://www.kanjipedia.jp//kotoba/0003770900
酔眼朦朧,すいがんもうろう,https://www.kanjipedia.jp//kotoba/0003754600
随喜渇仰,ずいきかつごう,https://www.kanjipedia.jp//kotoba/0003771100
随宜所説,ずいぎしょせつ,https://www.kanjipedia.jp//kotoba/0003771200
炊金饌玉,すいきんせんぎょく,https://www.kanjipedia.jp//kotoba/0003744300
酔生夢死,すいせいむし,https://www.kanjipedia.jp//kotoba/0003754900
水村山郭,すいそんさんかく,https://www.kanjipedia.jp//kotoba/0003729300
翠帳紅閨,すいちょうこうけい,https://www.kanjipedia.jp//kotoba/0003761900
水天一碧,すいてんいっぺき,https://www.kanjipedia.jp//kotoba/0003729700
水天髣髴,すいてんほうふつ,https://www.kanjipedia.jp//kotoba/0003729800
垂頭喪気,すいとうそうき,https://www.kanjipedia.jp//kotoba/0003742300
随波逐流,ずいはちくりゅう,https://www.kanjipedia.jp//kotoba/0003772000
随類応同,ずいるいおうどう,https://www.kanjipedia.jp//kotoba/0003772400
趨炎附熱,すうえんふねつ,https://www.kanjipedia.jp//kotoba/0003785300
頭寒足熱,ズカンソクネツ,https://www.kanjipedia.jp//kotoba/0005233400
寸進尺退,すんしんしゃくたい,https://www.kanjipedia.jp//kotoba/0003814000
寸善尺魔,すんぜんしゃくま,https://www.kanjipedia.jp//kotoba/0003814200
寸草春暉,すんそうしゅんき,https://www.kanjipedia.jp//kotoba/0003814300
寸田尺宅,すんでんしゃくたく,https://www.kanjipedia.jp//kotoba/0003814800
寸馬豆人,すんばとうじん,https://www.kanjipedia.jp//kotoba/0003815000
寸歩不離,すんぽふり,https://www.kanjipedia.jp//kotoba/0003815500
晴雲秋月,せいうんしゅうげつ,https://www.kanjipedia.jp//kotoba/0003901200
精衛塡海,せいえいてんかい,https://www.kanjipedia.jp//kotoba/0003916800
清音幽韻,せいおんゆういん,https://www.kanjipedia.jp//kotoba/0003890200
臍下丹田,せいかたんでん,https://www.kanjipedia.jp//kotoba/0003934000
星火燎原,せいかりょうげん,https://www.kanjipedia.jp//kotoba/0003877000
誠歓誠喜,せいかんせいき,https://www.kanjipedia.jp//kotoba/0003913800
旌旗巻舒,せいきけんじょ,https://www.kanjipedia.jp//kotoba/0007483000
生寄死帰,せいきしき,https://www.kanjipedia.jp//kotoba/0003840600
生気潑溂,せいきはつらつ,https://www.kanjipedia.jp//kotoba/0003840700
精金良玉,せいきんりょうぎょく,https://www.kanjipedia.jp//kotoba/0003917600
晴好雨奇,せいこううき,https://www.kanjipedia.jp//kotoba/0003901400
晴耕雨読,せいこううどく,https://www.kanjipedia.jp//kotoba/0003901500
性行淑均,せいこうしゅくきん,https://www.kanjipedia.jp//kotoba/0003864300
誠惶誠恐,せいこうせいきょう,https://www.kanjipedia.jp//kotoba/0003913900
生殺与奪,せいさつよだつ,https://www.kanjipedia.jp//kotoba/0003841300
青山一髪,せいざんいっぱつ,https://www.kanjipedia.jp//kotoba/0003870100
青史汗簡,せいしかんかん,https://www.kanjipedia.jp//kotoba/0003870300
生死肉骨,せいしにくこつ,https://www.kanjipedia.jp//kotoba/0003841600
斉紫敗素,せいしはいそ,https://www.kanjipedia.jp//kotoba/0003872600
西施捧心,せいしほうしん,https://www.kanjipedia.jp//kotoba/0003853600
静寂閑雅,せいじゃくかんが,https://www.kanjipedia.jp//kotoba/0003926700
西戎東夷,せいじゅうとうい,https://www.kanjipedia.jp//kotoba/0003853700
清浄無垢,せいじょうむく,https://www.kanjipedia.jp//kotoba/0003891600
青松落色,せいしょうらくしょく,https://www.kanjipedia.jp//kotoba/0003870600
聖人君子,せいじんくんし,https://www.kanjipedia.jp//kotoba/0003910700
誠心誠意,せいしんせいい,https://www.kanjipedia.jp//kotoba/0003914100
精神統一,せいしんとういつ,https://www.kanjipedia.jp//kotoba/0003918700
聖人無夢,せいじんむむ,https://www.kanjipedia.jp//kotoba/0003910800
凄凄切切,せいせいせつせつ,https://www.kanjipedia.jp//kotoba/0003882100
清聖濁賢,せいせいだくけん,https://www.kanjipedia.jp//kotoba/0003892000
正正堂堂,せいせいどうどう,https://www.kanjipedia.jp//kotoba/0003830800
生生流転,せいせいるてん,https://www.kanjipedia.jp//kotoba/0003842200
井渫不食,せいせつふしょく,https://www.kanjipedia.jp//kotoba/0007470000
青銭万選,せいせんばんせん,https://www.kanjipedia.jp//kotoba/0003870700
贅沢三昧,ぜいたくざんまい,https://www.kanjipedia.jp//kotoba/0003944300
清淡虚無,せいたんきょむ,https://www.kanjipedia.jp//kotoba/0003892700
生知安行,せいちあんこう,https://www.kanjipedia.jp//kotoba/0003843200
青天白日,せいてんはくじつ,https://www.kanjipedia.jp//kotoba/0003871000
正当防衛,せいとうぼうえい,https://www.kanjipedia.jp//kotoba/0003831500
斉東野語,せいとうやご,https://www.kanjipedia.jp//kotoba/0003872800
盛徳大業,せいとくたいぎょう,https://www.kanjipedia.jp//kotoba/0003897400
聖読庸行,せいどくようこう,https://www.kanjipedia.jp//kotoba/0003911700
生吞活剝,せいどんかっぱく,https://www.kanjipedia.jp//kotoba/0003843600
清風故人,せいふうこじん,https://www.kanjipedia.jp//kotoba/0003893200
清風明月,せいふうめいげつ,https://www.kanjipedia.jp//kotoba/0003893300
精明強幹,せいめいきょうかん,https://www.kanjipedia.jp//kotoba/0003920500
星羅棋布,せいらきふ,https://www.kanjipedia.jp//kotoba/0003877800
生離死別,せいりしべつ,https://www.kanjipedia.jp//kotoba/0003844500
精力絶倫,せいりょくぜつりん,https://www.kanjipedia.jp//kotoba/0003920700
勢力伯仲,せいりょくはくちゅう,https://www.kanjipedia.jp//kotoba/0003906300
精励恪勤,せいれいかっきん,https://www.kanjipedia.jp//kotoba/0003920900
清廉潔白,せいれんけっぱく,https://www.kanjipedia.jp//kotoba/0003894600
世運隆替,せうんりゅうたい,https://www.kanjipedia.jp//kotoba/0003822500
積羽沈舟,せきうちんしゅう,https://www.kanjipedia.jp//kotoba/0003977500
積厚流光,せきこうりゅうこう,https://www.kanjipedia.jp//kotoba/0003977700
隻紙断絹,せきしだんけん,https://www.kanjipedia.jp//kotoba/0003966200
積日累久,せきじつるいきゅう,https://www.kanjipedia.jp//kotoba/0003978000
碩師名人,せきしめいじん,https://www.kanjipedia.jp//kotoba/0003974400
赤手空拳,せきしゅくうけん,https://www.kanjipedia.jp//kotoba/0003958900
赤心奉国,せきしんほうこく,https://www.kanjipedia.jp//kotoba/0003959200
射石飲羽,せきせきいんう,https://www.kanjipedia.jp//kotoba/0002976800
責任転嫁,セキニンテンカ,https://www.kanjipedia.jp//kotoba/0003969800
石破天驚,せきはてんきょう,https://www.kanjipedia.jp//kotoba/0003953200
隻履西帰,せきりせいき,https://www.kanjipedia.jp//kotoba/0003966300
是生滅法,ぜしょうめっぽう,https://www.kanjipedia.jp//kotoba/0003819100
是是非非,ぜぜひひ,https://www.kanjipedia.jp//kotoba/0003819300
雪月風花,せつげつふうか,https://www.kanjipedia.jp//kotoba/0004002900
接見応対,せっけんおうたい,https://www.kanjipedia.jp//kotoba/0003996300
節倹力行,せっけんりっこう,https://www.kanjipedia.jp//kotoba/0004010400
絶巧棄利,ぜっこうきり,https://www.kanjipedia.jp//kotoba/0004020700
切磋琢磨,せっさたくま,https://www.kanjipedia.jp//kotoba/0003986600
切歯腐心,せっしふしん,https://www.kanjipedia.jp//kotoba/0003986900
切歯扼腕,せっしやくわん,https://www.kanjipedia.jp//kotoba/0003987000
摂取不捨,せっしゅふしゃ,https://www.kanjipedia.jp//kotoba/0004007500
殺生禁断,せっしょうきんだん,https://www.kanjipedia.jp//kotoba/0002598500
絶世独立,ぜっせいどくりつ,https://www.kanjipedia.jp//kotoba/0004021500
絶体絶命,ゼッタイゼツメイ,https://www.kanjipedia.jp//kotoba/0004021800
切問近思,せつもんきんし,https://www.kanjipedia.jp//kotoba/0003987800
雪裏清香,せつりせいこう,https://www.kanjipedia.jp//kotoba/0004003900
世道人心,せどうじんしん,https://www.kanjipedia.jp//kotoba/0003824700
是非曲直,ぜひきょくちょく,https://www.kanjipedia.jp//kotoba/0003819600
是非善悪,ぜひぜんあく,https://www.kanjipedia.jp//kotoba/0003819700
潜移暗化,せんいあんか,https://www.kanjipedia.jp//kotoba/0004100300
善因善果,ぜんいんぜんか,https://www.kanjipedia.jp//kotoba/0004142100
扇影衣香,せんえいいこう,https://www.kanjipedia.jp//kotoba/0004067200
遷客騒人,せんかくそうじん,https://www.kanjipedia.jp//kotoba/0004110000
浅学菲才,せんがくひさい,https://www.kanjipedia.jp//kotoba/0004060000
先義後利,せんぎこうり,https://www.kanjipedia.jp//kotoba/0004041800
千客万来,せんきゃくばんらい,https://www.kanjipedia.jp//kotoba/0004026800
千軍万馬,せんぐんばんば,https://www.kanjipedia.jp//kotoba/0004027300
浅見短慮,せんけんたんりょ,https://www.kanjipedia.jp//kotoba/0004060200
千言万語,せんげんばんご,https://www.kanjipedia.jp//kotoba/0004027400
千呼万喚,せんこばんかん,https://www.kanjipedia.jp//kotoba/0004027800
千古不易,せんこふえき,https://www.kanjipedia.jp//kotoba/0004027600
前後不覚,ぜんごふかく,https://www.kanjipedia.jp//kotoba/0004136600
潜在意識,せんざいいしき,https://www.kanjipedia.jp//kotoba/0004100900
千載一遇,せんざいいちぐう,https://www.kanjipedia.jp//kotoba/0004028000
仙才鬼才,せんさいきさい,https://www.kanjipedia.jp//kotoba/0004037200
千差万別,せんさばんべつ,https://www.kanjipedia.jp//kotoba/0004028100
千山万水,せんざんばんすい,https://www.kanjipedia.jp//kotoba/0004028200
粗衣粗食,そいそしょく,https://www.kanjipedia.jp//kotoba/0004173900
創意工夫,そういくふう,https://www.kanjipedia.jp//kotoba/0004249700
草行露宿,そうこうろしゅく,https://www.kanjipedia.jp//kotoba/0004226000
送故迎新,そうこげいしん,https://www.kanjipedia.jp//kotoba/0004230500
桑弧蓬矢,そうこほうし,https://www.kanjipedia.jp//kotoba/0004237000
草根木皮,そうこんぼくひ,https://www.kanjipedia.jp//kotoba/0004226100
相思相愛,そうしそうあい,https://www.kanjipedia.jp//kotoba/0004221900
造次顚沛,ぞうじてんぱい,https://www.kanjipedia.jp//kotoba/0004317000
双宿双飛,そうしゅくそうひ,https://www.kanjipedia.jp//kotoba/0004196800
蚤寝晏起,そうしんあんき,https://www.kanjipedia.jp//kotoba/0004238700
甑塵釜魚,そうじんふぎょ,https://www.kanjipedia.jp//kotoba/0007471200
騒人墨客,そうじんぼっかく,https://www.kanjipedia.jp//kotoba/0004308300
漱石枕流,そうせきちんりゅう,https://www.kanjipedia.jp//kotoba/0004276400
相即不離,そうそくふり,https://www.kanjipedia.jp//kotoba/0004222400
走馬看花,そうばかんか,https://www.kanjipedia.jp//kotoba/0004213600
造反無道,ぞうはんむどう,https://www.kanjipedia.jp//kotoba/0004317300
造反有理,ぞうはんゆうり,https://www.kanjipedia.jp//kotoba/0004317400
草茅危言,そうぼうきげん,https://www.kanjipedia.jp//kotoba/0004226800
草満囹圄,そうまんれいご,https://www.kanjipedia.jp//kotoba/0007471100
聡明叡智,そうめいえいち,https://www.kanjipedia.jp//kotoba/0004286200
争名争利,そうめいそうり,https://www.kanjipedia.jp//kotoba/0004202600
草木皆兵,そうもくかいへい,https://www.kanjipedia.jp//kotoba/0004227300
装模作様,そうもさくよう,https://www.kanjipedia.jp//kotoba/0004260500
蒼蠅驥尾,そうようきび,https://www.kanjipedia.jp//kotoba/0004271300
総量規制,そうりょうきせい,https://www.kanjipedia.jp//kotoba/0004283400
巣林一枝,そうりんいっし,https://www.kanjipedia.jp//kotoba/0004242400
粟散辺地,ぞくさんへんじ,https://www.kanjipedia.jp//kotoba/0004360200
即身成仏,そくしんじょうぶつ,https://www.kanjipedia.jp//kotoba/0004332100
速戦即決,そくせんそっけつ,https://www.kanjipedia.jp//kotoba/0004345900
即断即決,そくだんそっけつ,https://www.kanjipedia.jp//kotoba/0004332900
続短断長,ぞくたんだんちょう,https://www.kanjipedia.jp//kotoba/0004361400
則天去私,そくてんきょし,https://www.kanjipedia.jp//kotoba/0004341600
属毛離裏,ぞくもうりり,https://www.kanjipedia.jp//kotoba/0004358800
鏃礪括羽,ぞくれいかつう,https://www.kanjipedia.jp//kotoba/0007471700
麤枝大葉,そしたいよう,https://www.kanjipedia.jp//kotoba/0004194800
素車白馬,そしゃはくば,https://www.kanjipedia.jp//kotoba/0004169400
粗製濫造,そせいらんぞう,https://www.kanjipedia.jp//kotoba/0004174800
率先躬行,そっせんきゅうこう,https://www.kanjipedia.jp//kotoba/0004370500
率先垂範,そっせんすいはん,https://www.kanjipedia.jp//kotoba/0004370600
啐啄同時,そったくどうじ,https://www.kanjipedia.jp//kotoba/0007466800
孫康映雪,そんこうえいせつ,https://www.kanjipedia.jp//kotoba/0004382900
損者三友,そんじゃさんゆう,https://www.kanjipedia.jp//kotoba/0004388400
樽俎折衝,そんそせっしょう,https://www.kanjipedia.jp//kotoba/0004391500
尊王攘夷,そんのうじょうい,https://www.kanjipedia.jp//kotoba/0004385600
大安吉日,たいあんきちじつ,https://www.kanjipedia.jp//kotoba/0004483100
大快人心,たいかいじんしん,https://www.kanjipedia.jp//kotoba/0004484500
大廈高楼,たいかこうろう,https://www.kanjipedia.jp//kotoba/0004484800
大喝一声,だいかついっせい,https://www.kanjipedia.jp//kotoba/0004485000
大願成就,たいがんじょうじゅ,https://www.kanjipedia.jp//kotoba/0004485900
大器小用,たいきしょうよう,https://www.kanjipedia.jp//kotoba/0004486300
大器晩成,タイキバンセイ,https://www.kanjipedia.jp//kotoba/0004486400
大義名分,たいぎめいぶん,https://www.kanjipedia.jp//kotoba/0004486800
大逆無道,たいぎゃくむどう,https://www.kanjipedia.jp//kotoba/0004487300
対牛弾琴,たいぎゅうだんきん,https://www.kanjipedia.jp//kotoba/0004433900
大驚失色,たいきょうしっしょく,https://www.kanjipedia.jp//kotoba/0004487700
堆金積玉,たいきんせきぎょく,https://www.kanjipedia.jp//kotoba/0004454900
体元居正,たいげんきょせい,https://www.kanjipedia.jp//kotoba/0004430700
大言壮語,たいげんそうご,https://www.kanjipedia.jp//kotoba/0004488800
滞言滞句,たいげんたいく,https://www.kanjipedia.jp//kotoba/0004461600
大悟徹底,たいごてってい,https://www.kanjipedia.jp//kotoba/0004489200
泰山鴻毛,たいざんこうもう,https://www.kanjipedia.jp//kotoba/0007483300
泰山府君,たいざんふくん,https://www.kanjipedia.jp//kotoba/0004453400
泰山北斗,たいざんほくと,https://www.kanjipedia.jp//kotoba/0004453500
大死一番,だいしいちばん,https://www.kanjipedia.jp//kotoba/0004491600
大慈大悲,だいじだいひ,https://www.kanjipedia.jp//kotoba/0004491800
対症下薬,たいしょうかやく,https://www.kanjipedia.jp//kotoba/0004435700
大所高所,たいしょこうしょ,https://www.kanjipedia.jp//kotoba/0004493700
大処着墨,たいしょちゃくぼく,https://www.kanjipedia.jp//kotoba/0004493800
大声疾呼,たいせいしっこ,https://www.kanjipedia.jp//kotoba/0004494600
泰然自若,たいぜんじじゃく,https://www.kanjipedia.jp//kotoba/0004453900
頽堕委靡,たいだいび,https://www.kanjipedia.jp//kotoba/0004468400
大胆不敵,だいたんふてき,https://www.kanjipedia.jp//kotoba/0004495800
大同小異,だいどうしょうい,https://www.kanjipedia.jp//kotoba/0004497000
大同団結,だいどうだんけつ,https://www.kanjipedia.jp//kotoba/0004497100
大道不器,たいどうふき,https://www.kanjipedia.jp//kotoba/0004497400
大兵肥満,だいひょうひまん,https://www.kanjipedia.jp//kotoba/0004499000
台風一過,タイフウイッカ,https://www.kanjipedia.jp//kotoba/0004510400
体貌閑雅,たいぼうかんが,https://www.kanjipedia.jp//kotoba/0004431800
大法小廉,たいほうしょうれん,https://www.kanjipedia.jp//kotoba/0004500000
大味必淡,たいみひったん,https://www.kanjipedia.jp//kotoba/0004500300
大欲非道,たいよくひどう,https://www.kanjipedia.jp//kotoba/0004501600
多岐亡羊,タキボウヨウ,https://www.kanjipedia.jp//kotoba/0004397600
択言択行,たくげんたっこう,https://www.kanjipedia.jp//kotoba/0004524700
託孤寄命,たくこきめい,https://www.kanjipedia.jp//kotoba/0004532700
度徳量力,たくとくりょうりき,https://www.kanjipedia.jp//kotoba/0005139300
拓落失路,たくらくしつろ,https://www.kanjipedia.jp//kotoba/0004529400
多士済済,たしせいせい,https://www.kanjipedia.jp//kotoba/0004398600
多事多端,たじたたん,https://www.kanjipedia.jp//kotoba/0004398700
多事多難,たじたなん,https://www.kanjipedia.jp//kotoba/0004398800
打成一片,だじょういっぺん,https://www.kanjipedia.jp//kotoba/0004408900
多情多感,たじょうたかん,https://www.kanjipedia.jp//kotoba/0004399800
多情多恨,たじょうたこん,https://www.kanjipedia.jp//kotoba/0004399900
多情仏心,たじょうぶっしん,https://www.kanjipedia.jp//kotoba/0004400000
打草驚蛇,だそうきょうだ,https://www.kanjipedia.jp//kotoba/0004409100
多蔵厚亡,たぞうこうぼう,https://www.kanjipedia.jp//kotoba/0004400500
多謀善断,たぼうぜんだん,https://www.kanjipedia.jp//kotoba/0004401800
他力本願,たりきほんがん,https://www.kanjipedia.jp//kotoba/0004395700
断悪修善,だんあくしゅぜん,https://www.kanjipedia.jp//kotoba/0004643900
暖衣飽食,だんいほうしょく,https://www.kanjipedia.jp//kotoba/0004651700
断崖絶壁,だんがいぜっぺき,https://www.kanjipedia.jp//kotoba/0004644300
短褐穿結,たんかつせんけつ,https://www.kanjipedia.jp//kotoba/0004610200
弾丸雨注,だんがんうちゅう,https://www.kanjipedia.jp//kotoba/0004649000
弾丸黒子,だんがんこくし,https://www.kanjipedia.jp//kotoba/0004649100
断簡零墨,だんかんれいぼく,https://www.kanjipedia.jp//kotoba/0004644400
談言微中,だんげんびちゅう,https://www.kanjipedia.jp//kotoba/0004654800
男耕女織,だんこうじょしょく,https://www.kanjipedia.jp//kotoba/0004640400
簞食壺漿,たんしこしょう,https://www.kanjipedia.jp//kotoba/0004633900
簞食瓢飲,たんしひょういん,https://www.kanjipedia.jp//kotoba/0004634000
単純明快,たんじゅんめいかい,https://www.kanjipedia.jp//kotoba/0004592600
断章取義,だんしょうしゅぎ,https://www.kanjipedia.jp//kotoba/0004645800
淡粧濃抹,たんしょうのうまつ,https://www.kanjipedia.jp//kotoba/0004604300
丹書鉄契,たんしょてっけい,https://www.kanjipedia.jp//kotoba/0004584900
袒裼裸裎,たんせきらてい,https://www.kanjipedia.jp//kotoba/0004599800
胆戦心驚,たんせんしんきょう,https://www.kanjipedia.jp//kotoba/0004597100
男尊女卑,だんそんじょひ,https://www.kanjipedia.jp//kotoba/0004641000
胆大心小,たんだいしんしょう,https://www.kanjipedia.jp//kotoba/0004597200
単刀直入,タントウチョクニュウ,https://www.kanjipedia.jp//kotoba/0004593200
断髪文身,だんぱつぶんしん,https://www.kanjipedia.jp//kotoba/0004647200
単文孤証,たんぶんこしょう,https://www.kanjipedia.jp//kotoba/0004593600
断編残簡,だんぺんざんかん,https://www.kanjipedia.jp//kotoba/0004647400
端木辞金,たんぼくじきん,https://www.kanjipedia.jp//kotoba/0004619800
談論風発,だんろんふうはつ,https://www.kanjipedia.jp//kotoba/0004655300
千五百秋,ちいほあき,https://www.kanjipedia.jp//kotoba/0004032300
遅疑逡巡,ちぎしゅんじゅん,https://www.kanjipedia.jp//kotoba/0004682800
知己朋友,ちきほうゆう,https://www.kanjipedia.jp//kotoba/0004671300
池魚籠鳥,ちぎょろうちょう,https://www.kanjipedia.jp//kotoba/0004668700
築室道謀,ちくしつどうぼう,https://www.kanjipedia.jp//kotoba/0004705400
竹頭木屑,ちくとうぼくせつ,https://www.kanjipedia.jp//kotoba/0004698700
知行合一,ちこうごういつ,https://www.kanjipedia.jp//kotoba/0004671800
知者楽水,ちしゃらくすい,https://www.kanjipedia.jp//kotoba/0004672500
置酒高会,ちしゅこうかい,https://www.kanjipedia.jp//kotoba/0004688400
知小謀大,ちしょうぼうだい,https://www.kanjipedia.jp//kotoba/0004672700
知崇礼卑,ちすうれいひ,https://www.kanjipedia.jp//kotoba/0004672900
知足安分,ちそくあんぶん,https://www.kanjipedia.jp//kotoba/0004673200
知足不辱,ちそくふじょく,https://www.kanjipedia.jp//kotoba/0004673300
致知格物,ちちかくぶつ,https://www.kanjipedia.jp//kotoba/0004678900
蟄居屛息,ちっきょへいそく,https://www.kanjipedia.jp//kotoba/0004709800
"池春草
",ちとうしゅんそう,https://www.kanjipedia.jp//kotoba/0004668900
地平天成,ちへいてんせい,https://www.kanjipedia.jp//kotoba/0004666500
魑魅魍魎,ちみもうりょう,https://www.kanjipedia.jp//kotoba/0004694200
着眼大局,ちゃくがんたいきょく,https://www.kanjipedia.jp//kotoba/0004717400
忠君愛国,ちゅうくんあいこく,https://www.kanjipedia.jp//kotoba/0004736900
忠孝一致,ちゅうこういっち,https://www.kanjipedia.jp//kotoba/0004737200
抽黄対白,ちゅうこうたいはく,https://www.kanjipedia.jp//kotoba/0004739400
忠魂義胆,ちゅうこんぎたん,https://www.kanjipedia.jp//kotoba/0004737500
