yojijukugo,reading,link
百戦百勝,ひゃくせんひゃくしょう,https://www.kanjipedia.jp//kotoba/0005922000
百戦錬磨,ヒャクセンレンマ,https://www.kanjipedia.jp//kotoba/0005922100
百鍛千練,ヒャクタンセンレン,https://www.kanjipedia.jp//kotoba/0005922400
百人百様,ひゃくにんひゃくよう,https://www.kanjipedia.jp//kotoba/0005922800
百八煩悩,ひゃくはちぼんのう,https://www.kanjipedia.jp//kotoba/0005923200
百錬成鋼,ひゃくれんせいこう,https://www.kanjipedia.jp//kotoba/0005924600
百花斉放,ひゃっかせいほう,https://www.kanjipedia.jp//kotoba/0005924700
百家争鳴,ひゃっかそうめい,https://www.kanjipedia.jp//kotoba/0005924800
百下百全,ひゃっかひゃくぜん,https://www.kanjipedia.jp//kotoba/0005925000
百花繚乱,ひゃっかりょうらん,https://www.kanjipedia.jp//kotoba/0005925100
百鬼夜行,ひゃっきやこう,https://www.kanjipedia.jp//kotoba/0005925300
百古不磨,ひゃっこふま,https://www.kanjipedia.jp//kotoba/0005925500
百発百中,ヒャッパツヒャクチュウ,https://www.kanjipedia.jp//kotoba/0005925600
百歩穿楊,ひゃっぽせんよう,https://www.kanjipedia.jp//kotoba/0007475800
飛鷹走狗,ひようそうく,https://www.kanjipedia.jp//kotoba/0005822000
"飛揚跋
",ひようばっこ,https://www.kanjipedia.jp//kotoba/0005821900
表裏一体,ひょうりいったい,https://www.kanjipedia.jp//kotoba/0005936200
比翼連理,ヒヨクレンリ,https://www.kanjipedia.jp//kotoba/0005793300
疲労困憊,ひろうこんぱい,https://www.kanjipedia.jp//kotoba/0005824300
品行方正,ひんこうほうせい,https://www.kanjipedia.jp//kotoba/0005974700
風雲月露,ふううんげつろ,https://www.kanjipedia.jp//kotoba/0006090500
富貴栄華,ふうきえいが,https://www.kanjipedia.jp//kotoba/0006054400
富貴浮雲,ふうきふうん,https://www.kanjipedia.jp//kotoba/0006054800
富貴福沢,ふうきふくたく,https://www.kanjipedia.jp//kotoba/0006054900
富貴利達,ふうきりたつ,https://www.kanjipedia.jp//kotoba/0006055000
風月玄度,ふうげつげんたく,https://www.kanjipedia.jp//kotoba/0006091800
風光明媚,ふうこうめいび,https://www.kanjipedia.jp//kotoba/0006092000
風餐露宿,ふうさんろしゅく,https://www.kanjipedia.jp//kotoba/0006092200
"風声鶴
",ふうせいかくれい,https://www.kanjipedia.jp//kotoba/0006093200
風清弊絶,ふうせいへいぜつ,https://www.kanjipedia.jp//kotoba/0006093300
風霜高潔,ふうそうこうけつ,https://www.kanjipedia.jp//kotoba/0006094000
風俗壊乱,ふうぞくかいらん,https://www.kanjipedia.jp//kotoba/0006094200
風流韻事,ふうりゅういんじ,https://www.kanjipedia.jp//kotoba/0006096500
風流三昧,ふうりゅうざんまい,https://www.kanjipedia.jp//kotoba/0006096600
風林火山,フウリンカザン,https://www.kanjipedia.jp//kotoba/0006096800
武運長久,ぶうんちょうきゅう,https://www.kanjipedia.jp//kotoba/0006074200
浮雲朝露,ふうんちょうろ,https://www.kanjipedia.jp//kotoba/0006045400
不易流行,ふえきりゅうこう,https://www.kanjipedia.jp//kotoba/0005997500
不飲酒戒,ふおんじゅかい,https://www.kanjipedia.jp//kotoba/0005997900
不可抗力,ふかこうりょく,https://www.kanjipedia.jp//kotoba/0005998400
不可思議,ふかしぎ,https://www.kanjipedia.jp//kotoba/0005998500
浮花浪蕊,ふかろうずい,https://www.kanjipedia.jp//kotoba/0007476300
不羈奔放,ふきほんぽう,https://www.kanjipedia.jp//kotoba/0005999300
不朽不滅,ふきゅうふめつ,https://www.kanjipedia.jp//kotoba/0005999900
複雑怪奇,ふくざつかいき,https://www.kanjipedia.jp//kotoba/0006120900
複雑多岐,ふくざつたき,https://www.kanjipedia.jp//kotoba/0006121000
不俱戴天,ふぐたいてん,https://www.kanjipedia.jp//kotoba/0006001100
福徳円満,ふくとくえんまん,https://www.kanjipedia.jp//kotoba/0006115200
福利厚生,ふくりこうせい,https://www.kanjipedia.jp//kotoba/0006115500
伏竜鳳雛,ふくりょうほうすう,https://www.kanjipedia.jp//kotoba/0006103200
不言実行,ふげんじっこう,https://www.kanjipedia.jp//kotoba/0006001500
不言不語,ふげんふご,https://www.kanjipedia.jp//kotoba/0006001600
不耕不織,ふこうふしょく,https://www.kanjipedia.jp//kotoba/0006002000
富国強兵,ふこくきょうへい,https://www.kanjipedia.jp//kotoba/0006055400
父子相伝,ふしそうでん,https://www.kanjipedia.jp//kotoba/0006019400
無事息災,ぶじそくさい,https://www.kanjipedia.jp//kotoba/0006638200
不失正鵠,ふしつせいこく,https://www.kanjipedia.jp//kotoba/0006003600
不惜身命,ふしゃくしんみょう,https://www.kanjipedia.jp//kotoba/0006003900
俛首帖耳,ふしゅちょうじ,https://www.kanjipedia.jp//kotoba/0007477500
不将不迎,ふしょうふげい,https://www.kanjipedia.jp//kotoba/0006005000
不承不承,ふしょうぶしょう,https://www.kanjipedia.jp//kotoba/0006005100
夫唱婦随,ふしょうふずい,https://www.kanjipedia.jp//kotoba/0006017400
付贅懸疣,ふぜいけんゆう,https://www.kanjipedia.jp//kotoba/0006021800
浮声切響,ふせいせっきょう,https://www.kanjipedia.jp//kotoba/0006045800
浮石沈木,ふせきちんぼく,https://www.kanjipedia.jp//kotoba/0006046000
不即不離,ふそくふり,https://www.kanjipedia.jp//kotoba/0006007200
二股膏薬,ふたまたごうやく,https://www.kanjipedia.jp//kotoba/0005423300
不断節季,ふだんせっき,https://www.kanjipedia.jp//kotoba/0006007600
不知案内,ふちあんない,https://www.kanjipedia.jp//kotoba/0006007800
物我一体,ぶつがいったい,https://www.kanjipedia.jp//kotoba/0006145200
物換星移,ぶっかんせいい,https://www.kanjipedia.jp//kotoba/0006145300
物情騒然,ブツジョウソウゼン,https://www.kanjipedia.jp//kotoba/0006146300
仏足石歌,ぶっそくせきか,https://www.kanjipedia.jp//kotoba/0006142900
仏籬祖室,ぶつりそしつ,https://www.kanjipedia.jp//kotoba/0006143700
普天率土,ふてんそっと,https://www.kanjipedia.jp//kotoba/0006057700
不撓不屈,ふとうふくつ,https://www.kanjipedia.jp//kotoba/0006009500
不得要領,ふとくようりょう,https://www.kanjipedia.jp//kotoba/0006010100
腐敗堕落,ふはいだらく,https://www.kanjipedia.jp//kotoba/0006064100
舞文曲筆,ぶぶんきょくひつ,https://www.kanjipedia.jp//kotoba/0006083400
舞文弄法,ぶぶんろうほう,https://www.kanjipedia.jp//kotoba/0006083500
普遍妥当,ふへんだとう,https://www.kanjipedia.jp//kotoba/0006057900
不偏不党,ふへんふとう,https://www.kanjipedia.jp//kotoba/0006011600
不眠不休,ふみんふきゅう,https://www.kanjipedia.jp//kotoba/0006012200
不立文字,ふりゅうもんじ,https://www.kanjipedia.jp//kotoba/0006013600
武陵桃源,ぶりょうとうげん,https://www.kanjipedia.jp//kotoba/0006076800
不労所得,ふろうしょとく,https://www.kanjipedia.jp//kotoba/0006014300
不老長寿,ふろうちょうじゅ,https://www.kanjipedia.jp//kotoba/0006014400
不老不死,ふろうふし,https://www.kanjipedia.jp//kotoba/0006014500
付和雷同,ふわらいどう,https://www.kanjipedia.jp//kotoba/0006022900
焚琴煮鶴,ふんきんしゃかく,https://www.kanjipedia.jp//kotoba/0006166600
文芸復興,ぶんげいふっこう,https://www.kanjipedia.jp//kotoba/0006184300
粉骨砕身,ふんこつさいしん,https://www.kanjipedia.jp//kotoba/0006163000
文質彬彬,ぶんしつひんぴん,https://www.kanjipedia.jp//kotoba/0006185200
文従字順,ぶんじゅうじじゅん,https://www.kanjipedia.jp//kotoba/0006185500
粉粧玉琢,ふんしょうぎょくたく,https://www.kanjipedia.jp//kotoba/0006163200
文章絶唱,ぶんしょうぜっしょう,https://www.kanjipedia.jp//kotoba/0006185800
粉飾決算,ふんしょくけっさん,https://www.kanjipedia.jp//kotoba/0006163400
焚書坑儒,ふんしょこうじゅ,https://www.kanjipedia.jp//kotoba/0006166900
文人墨客,ぶんじんぼっかく,https://www.kanjipedia.jp//kotoba/0006186200
文武一途,ぶんぶいっと,https://www.kanjipedia.jp//kotoba/0006187300
聞風喪胆,ぶんぷうそうたん,https://www.kanjipedia.jp//kotoba/0006191500
文武両道,ぶんぶりょうどう,https://www.kanjipedia.jp//kotoba/0006187400
分崩離析,ぶんぽうりせき,https://www.kanjipedia.jp//kotoba/0006179800
文明開化,ぶんめいかいか,https://www.kanjipedia.jp//kotoba/0006187900
奮励努力,ふんれいどりょく,https://www.kanjipedia.jp//kotoba/0006173500
弊衣破帽,へいいはぼう,https://www.kanjipedia.jp//kotoba/0006221000
敝衣蓬髪,へいいほうはつ,https://www.kanjipedia.jp//kotoba/0006217300
米塩博弁,べいえんはくべん,https://www.kanjipedia.jp//kotoba/0006228800
平穏無事,へいおんぶじ,https://www.kanjipedia.jp//kotoba/0006195400
並駕斉駆,へいがせいく,https://www.kanjipedia.jp//kotoba/0006204600
兵戈搶攘,へいかそうじょう,https://www.kanjipedia.jp//kotoba/0006201300
平滑流暢,へいかつりゅうちょう,https://www.kanjipedia.jp//kotoba/0006195700
平気虚心,へいききょしん,https://www.kanjipedia.jp//kotoba/0006195900
平沙万里,へいさばんり,https://www.kanjipedia.jp//kotoba/0006196500
平身低頭,へいしんていとう,https://www.kanjipedia.jp//kotoba/0006197200
弊帚千金,へいそうせんきん,https://www.kanjipedia.jp//kotoba/0006221600
平談俗語,へいだんぞくご,https://www.kanjipedia.jp//kotoba/0006197900
兵馬倥偬,へいばこうそう,https://www.kanjipedia.jp//kotoba/0006202600
平平坦坦,へいへいたんたん,https://www.kanjipedia.jp//kotoba/0006198700
平平凡凡,へいへいぼんぼん,https://www.kanjipedia.jp//kotoba/0006198800
碧血丹心,へきけつたんしん,https://www.kanjipedia.jp//kotoba/0006231900
碧落一洗,へきらくいっせん,https://www.kanjipedia.jp//kotoba/0007484300
変幻自在,へんげんじざい,https://www.kanjipedia.jp//kotoba/0006262600
片言隻句,へんげんせきく,https://www.kanjipedia.jp//kotoba/0006255700
片言折獄,へんげんせつごく,https://www.kanjipedia.jp//kotoba/0006255800
鞭声粛粛,べんせいしゅくしゅく,https://www.kanjipedia.jp//kotoba/0006293400
変態百出,へんたいひゃくしゅつ,https://www.kanjipedia.jp//kotoba/0006264800
偏袒扼腕,へんたんやくわん,https://www.kanjipedia.jp//kotoba/0006270000
辺幅修飾,へんぷくしゅうしょく,https://www.kanjipedia.jp//kotoba/0006258300
変法自強,へんぽうじきょう,https://www.kanjipedia.jp//kotoba/0006265600
片利共生,へんりきょうせい,https://www.kanjipedia.jp//kotoba/0006256300
縫衣浅帯,ほういせんたい,https://www.kanjipedia.jp//kotoba/0006409700
暴飲暴食,ぼういんぼうしょく,https://www.kanjipedia.jp//kotoba/0006454800
砲煙弾雨,ほうえんだんう,https://www.kanjipedia.jp//kotoba/0006377500
忘恩負義,ぼうおんふぎ,https://www.kanjipedia.jp//kotoba/0006424000
法界悋気,ほうかいりんき,https://www.kanjipedia.jp//kotoba/0006364000
放歌高吟,ほうかこうぎん,https://www.kanjipedia.jp//kotoba/0006356500
抱関撃柝,ほうかんげきたく,https://www.kanjipedia.jp//kotoba/0006353000
判官贔屭,ほうがんびいき,https://www.kanjipedia.jp//kotoba/0005740400
暴虐非道,ぼうぎゃくひどう,https://www.kanjipedia.jp//kotoba/0006455100
宝篋印塔,ほうきょういんとう,https://www.kanjipedia.jp//kotoba/0006349200
飽経風霜,ほうけいふうそう,https://www.kanjipedia.jp//kotoba/0006398800
放言高論,ほうげんこうろん,https://www.kanjipedia.jp//kotoba/0006356900
暴言多罪,ぼうげんたざい,https://www.kanjipedia.jp//kotoba/0006455500
暴虎馮河,ぼうこひょうが,https://www.kanjipedia.jp//kotoba/0006455700
封豕長蛇,ほうしちょうだ,https://www.kanjipedia.jp//kotoba/0006088100
傍若無人,ボウジャクブジン,https://www.kanjipedia.jp//kotoba/0006446900
飽食終日,ほうしょくしゅうじつ,https://www.kanjipedia.jp//kotoba/0006399000
抱薪救火,ほうしんきゅうか,https://www.kanjipedia.jp//kotoba/0006353100
茫然自失,ぼうぜんじしつ,https://www.kanjipedia.jp//kotoba/0006436300
包蔵禍心,ほうぞうかしん,https://www.kanjipedia.jp//kotoba/0006338300
放胆小心,ほうたんしょうしん,https://www.kanjipedia.jp//kotoba/0006358300
方底円蓋,ほうていえんがい,https://www.kanjipedia.jp//kotoba/0006335800
鵬程万里,ほうていばんり,https://www.kanjipedia.jp//kotoba/0006414000
蓬頭垢面,ほうとうこうめん,https://www.kanjipedia.jp//kotoba/0006400200
放蕩無頼,ほうとうぶらい,https://www.kanjipedia.jp//kotoba/0006359000
豊年満作,ほうねんまんさく,https://www.kanjipedia.jp//kotoba/0006396900
抱腹絶倒,ほうふくぜっとう,https://www.kanjipedia.jp//kotoba/0006353400
捧腹絶倒,ほうふくぜっとう,https://www.kanjipedia.jp//kotoba/0006383000
望文生義,ぼうぶんせいぎ,https://www.kanjipedia.jp//kotoba/0006442200
望聞問切,ぼうぶんもんせつ,https://www.kanjipedia.jp//kotoba/0006442300
放辟邪侈,ほうへきじゃし,https://www.kanjipedia.jp//kotoba/0006359700
報本反始,ほうほんはんし,https://www.kanjipedia.jp//kotoba/0006388700
泡沫夢幻,ほうまつむげん,https://www.kanjipedia.jp//kotoba/0006369900
亡羊補牢,ぼうようほろう,https://www.kanjipedia.jp//kotoba/0006416000
暮雲春樹,ぼうんしゅんじゅ,https://www.kanjipedia.jp//kotoba/0006330200
保革伯仲,ほかくはくちゅう,https://www.kanjipedia.jp//kotoba/0006299700
墨子兼愛,ぼくしけんあい,https://www.kanjipedia.jp//kotoba/0006486900
墨子薄葬,ぼくしはくそう,https://www.kanjipedia.jp//kotoba/0006487000
北窓三友,ほくそうさんゆう,https://www.kanjipedia.jp//kotoba/0006468400
北轍南轅,ほくてつなんえん,https://www.kanjipedia.jp//kotoba/0007478300
北斗七星,ほくとしちせい,https://www.kanjipedia.jp//kotoba/0006468900
墨名儒行,ぼくめいじゅこう,https://www.kanjipedia.jp//kotoba/0006487500
輔車相依,ほしゃそうい,https://www.kanjipedia.jp//kotoba/0006315000
暮色蒼然,ぼしょくそうぜん,https://www.kanjipedia.jp//kotoba/0006330700
墨痕淋漓,ぼっこんりんり,https://www.kanjipedia.jp//kotoba/0006487800
奔南狩北,ほんなんしゅほく,https://www.kanjipedia.jp//kotoba/0006512500
煩悩菩提,ぼんのうぼだい,https://www.kanjipedia.jp//kotoba/0005760500
本末転倒,ほんまつてんとう,https://www.kanjipedia.jp//kotoba/0006510100
真一文字,まいちもんじ,https://www.kanjipedia.jp//kotoba/0003625600
麻姑搔痒,まこそうよう,https://www.kanjipedia.jp//kotoba/0006523300
磨揉遷革,まじゅうせんかく,https://www.kanjipedia.jp//kotoba/0006528300
磨穿鉄硯,ませんてっけん,https://www.kanjipedia.jp//kotoba/0006528400
摩頂放踵,まちょうほうしょう,https://www.kanjipedia.jp//kotoba/0006526400
末法思想,まっぽうしそう,https://www.kanjipedia.jp//kotoba/0006560400
末法末世,まっぽうまっせ,https://www.kanjipedia.jp//kotoba/0006560300
漫言放語,まんげんほうご,https://www.kanjipedia.jp//kotoba/0006589000
万恒河沙,まんごうがしゃ,https://www.kanjipedia.jp//kotoba/0006580100
曼珠沙華,まんじゅしゃげ,https://www.kanjipedia.jp//kotoba/0006581600
満場一致,まんじょういっち,https://www.kanjipedia.jp//kotoba/0006584000
満身創痍,まんしんそうい,https://www.kanjipedia.jp//kotoba/0006584200
満目荒涼,まんもくこうりょう,https://www.kanjipedia.jp//kotoba/0006585700
満目蕭条,まんもくしょうじょう,https://www.kanjipedia.jp//kotoba/0006585800
密雲不雨,みつうんふう,https://www.kanjipedia.jp//kotoba/0006613900
三日天下,みっかてんか,https://www.kanjipedia.jp//kotoba/0002632700
三日坊主,みっかぼうず,https://www.kanjipedia.jp//kotoba/0002632800
脈絡貫通,みゃくらくかんつう,https://www.kanjipedia.jp//kotoba/0006623200
名詮自性,みょうせんじしょう,https://www.kanjipedia.jp//kotoba/0006669400
妙法一乗,みょうほういちじょう,https://www.kanjipedia.jp//kotoba/0006625700
名聞利養,みょうもんりよう,https://www.kanjipedia.jp//kotoba/0006669800
未来永劫,みらいえいごう,https://www.kanjipedia.jp//kotoba/0006599500
無為自然,むいしぜん,https://www.kanjipedia.jp//kotoba/0006639500
無為徒食,むいとしょく,https://www.kanjipedia.jp//kotoba/0006639600
無位無官,むいむかん,https://www.kanjipedia.jp//kotoba/0006640100
無為無策,むいむさく,https://www.kanjipedia.jp//kotoba/0006639700
無為無能,むいむのう,https://www.kanjipedia.jp//kotoba/0006639800
無学文盲,むがくもんもう,https://www.kanjipedia.jp//kotoba/0006640700
無我夢中,むがむちゅう,https://www.kanjipedia.jp//kotoba/0006640500
無芸大食,むげいたいしょく,https://www.kanjipedia.jp//kotoba/0006642200
無間地獄,むけんじごく,https://www.kanjipedia.jp//kotoba/0006642700
夢幻泡影,むげんほうよう,https://www.kanjipedia.jp//kotoba/0006652900
無慙無愧,むざんむき,https://www.kanjipedia.jp//kotoba/0006644000
無始無終,むしむじゅう,https://www.kanjipedia.jp//kotoba/0006644600
無私無偏,むしむへん,https://www.kanjipedia.jp//kotoba/0006644200
武者修行,むしゃしゅぎょう,https://www.kanjipedia.jp//kotoba/0006077300
無常迅速,むじょうじんそく,https://www.kanjipedia.jp//kotoba/0006645200
無声無臭,むせいむしゅう,https://www.kanjipedia.jp//kotoba/0006646000
無駄方便,むだほうべん,https://www.kanjipedia.jp//kotoba/0006646700
無知蒙昧,むちもうまい,https://www.kanjipedia.jp//kotoba/0006647300
無茶苦茶,むちゃくちゃ,https://www.kanjipedia.jp//kotoba/0006647600
無手勝流,むてかつりゅう,https://www.kanjipedia.jp//kotoba/0006647800
無二無三,ムニムサン,https://www.kanjipedia.jp//kotoba/0006648400
無念無想,むねんむそう,https://www.kanjipedia.jp//kotoba/0006648700
無病息災,むびょうそくさい,https://www.kanjipedia.jp//kotoba/0006649200
無味乾燥,むみかんそう,https://www.kanjipedia.jp//kotoba/0006649800
無明長夜,むみょうじょうや,https://www.kanjipedia.jp//kotoba/0006650000
無欲恬淡,むよくてんたん,https://www.kanjipedia.jp//kotoba/0006650700
無理往生,むりおうじょう,https://www.kanjipedia.jp//kotoba/0006651000
無理算段,むりさんだん,https://www.kanjipedia.jp//kotoba/0006651200
無理難題,むりなんだい,https://www.kanjipedia.jp//kotoba/0006651300
無理非道,むりひどう,https://www.kanjipedia.jp//kotoba/0006651400
無理無体,むりむたい,https://www.kanjipedia.jp//kotoba/0006651500
明鏡止水,めいきょうしすい,https://www.kanjipedia.jp//kotoba/0006681200
銘肌鏤骨,めいきるこつ,https://www.kanjipedia.jp//kotoba/0006692400
迷悟一如,めいごいちにょ,https://www.kanjipedia.jp//kotoba/0006686100
名山勝川,めいざんしょうせん,https://www.kanjipedia.jp//kotoba/0006671100
名実一体,めいじついったい,https://www.kanjipedia.jp//kotoba/0006671500
迷者不問,めいしゃふもん,https://www.kanjipedia.jp//kotoba/0006686300
明珠暗投,めいしゅあんとう,https://www.kanjipedia.jp//kotoba/0006681900
名声赫赫,めいせいかくかく,https://www.kanjipedia.jp//kotoba/0006672700
明窓浄机,めいそうじょうき,https://www.kanjipedia.jp//kotoba/0006682100
名存実亡,めいそんじつぼう,https://www.kanjipedia.jp//kotoba/0006673000
明哲保身,めいてつほしん,https://www.kanjipedia.jp//kotoba/0006682600
明眸皓歯,メイボウコウシ,https://www.kanjipedia.jp//kotoba/0006683500
明明白白,めいめいはくはく,https://www.kanjipedia.jp//kotoba/0006683600
明目張胆,めいもくちょうたん,https://www.kanjipedia.jp//kotoba/0006683800
名誉挽回,めいよばんかい,https://www.kanjipedia.jp//kotoba/0006674300
明朗闊達,めいろうかったつ,https://www.kanjipedia.jp//kotoba/0006684300
名論卓説,めいろんたくせつ,https://www.kanjipedia.jp//kotoba/0006674700
迷惑千万,めいわくせんばん,https://www.kanjipedia.jp//kotoba/0006687000
滅私奉公,めっしほうこう,https://www.kanjipedia.jp//kotoba/0006702700
免許皆伝,めんきょかいでん,https://www.kanjipedia.jp//kotoba/0006705100
面向不背,めんこうふはい,https://www.kanjipedia.jp//kotoba/0006708900
面従後言,めんじゅうこうげん,https://www.kanjipedia.jp//kotoba/0006709100
面従腹背,めんじゅうふくはい,https://www.kanjipedia.jp//kotoba/0006709200
面折廷諍,めんせつていそう,https://www.kanjipedia.jp//kotoba/0006709400
面張牛皮,めんちょうぎゅうひ,https://www.kanjipedia.jp//kotoba/0006709900
面壁九年,めんぺきくねん,https://www.kanjipedia.jp//kotoba/0006710700
面目一新,めんもくいっしん,https://www.kanjipedia.jp//kotoba/0006711100
面目躍如,めんもくやくじょ,https://www.kanjipedia.jp//kotoba/0006711200
綿裏包針,めんりほうしん,https://www.kanjipedia.jp//kotoba/0006713400
盲亀浮木,もうきふぼく,https://www.kanjipedia.jp//kotoba/0006727000
妄言多謝,もうげんたしゃ,https://www.kanjipedia.jp//kotoba/0006723500
毛骨悚然,もうこつしょうぜん,https://www.kanjipedia.jp//kotoba/0006722100
猛虎伏草,もうこふくそう,https://www.kanjipedia.jp//kotoba/0006731200
孟仲叔季,もうちゅうしゅくき,https://www.kanjipedia.jp//kotoba/0006725800
妄評多罪,もうひょうたざい,https://www.kanjipedia.jp//kotoba/0006724500
孟母三遷,もうぼさんせん,https://www.kanjipedia.jp//kotoba/0006725900
孟母断機,もうぼだんき,https://www.kanjipedia.jp//kotoba/0006726000
目指気使,もくしきし,https://www.kanjipedia.jp//kotoba/0006746000
目食耳視,もくしょくじし,https://www.kanjipedia.jp//kotoba/0006746200
目挑心招,もくちょうしんしょう,https://www.kanjipedia.jp//kotoba/0006746500
沐浴抒溷,もくよくじょこん,https://www.kanjipedia.jp//kotoba/0006748000
百舌勘定,もずかんじょう,https://www.kanjipedia.jp//kotoba/0007484100
物臭道心,ものぐさどうしん,https://www.kanjipedia.jp//kotoba/0006148900
物見遊山,ものみユサン,https://www.kanjipedia.jp//kotoba/0006150000
門巷塡隘,もんこうてんあい,https://www.kanjipedia.jp//kotoba/0006768200
門戸開放,もんこかいほう,https://www.kanjipedia.jp//kotoba/0006768100
悶絶躄地,もんぜつびゃくじ,https://www.kanjipedia.jp//kotoba/0006774700
問鼎軽重,もんていけいちょう,https://www.kanjipedia.jp//kotoba/0007478700
問答無用,もんどうむよう,https://www.kanjipedia.jp//kotoba/0006773400
夜雨対牀,やうたいしょう,https://www.kanjipedia.jp//kotoba/0006777400
約法三章,やくほうさんしょう,https://www.kanjipedia.jp//kotoba/0006802200
野戦攻城,やせんこうじょう,https://www.kanjipedia.jp//kotoba/0006789100
夜郎自大,やろうじだい,https://www.kanjipedia.jp//kotoba/0006779400
唯一無二,ユイイツムニ,https://www.kanjipedia.jp//kotoba/0006842300
唯我独尊,ゆいがどくそん,https://www.kanjipedia.jp//kotoba/0006842400
勇往邁進,ゆうおうまいしん,https://www.kanjipedia.jp//kotoba/0006857300
勇気凜凜,ゆうきりんりん,https://www.kanjipedia.jp//kotoba/0006857600
邑犬群吠,ゆうけんぐんばい,https://www.kanjipedia.jp//kotoba/0006854200
有言実行,ゆうげんじっこう,https://www.kanjipedia.jp//kotoba/0006849700
有口無行,ゆうこうむこう,https://www.kanjipedia.jp//kotoba/0006850000
有厚無厚,ゆうこうむこう,https://www.kanjipedia.jp//kotoba/0006850100
雄材大略,ゆうざいたいりゃく,https://www.kanjipedia.jp//kotoba/0006881400
幽愁暗恨,ゆうしゅうあんこん,https://www.kanjipedia.jp//kotoba/0006863100
優柔不断,ユウジュウフダン,https://www.kanjipedia.jp//kotoba/0006894700
優勝劣敗,ゆうしょうれっぱい,https://www.kanjipedia.jp//kotoba/0006894900
雄心勃勃,ゆうしんぼつぼつ,https://www.kanjipedia.jp//kotoba/0006881700
融通無碍,ゆうずうむげ,https://www.kanjipedia.jp//kotoba/0006892300
有職故実,ユウソクコジツ,https://www.kanjipedia.jp//kotoba/0006851600
雄大豪壮,ゆうだいごうそう,https://www.kanjipedia.jp//kotoba/0006882000
右文左武,ゆうぶんさぶ,https://www.kanjipedia.jp//kotoba/0000309400
有名無実,ゆうめいむじつ,https://www.kanjipedia.jp//kotoba/0006852200
勇猛果敢,ゆうもうかかん,https://www.kanjipedia.jp//kotoba/0006859100
勇猛精進,ゆうもうしょうじん,https://www.kanjipedia.jp//kotoba/0006859200
優游涵泳,ゆうゆうかんえい,https://www.kanjipedia.jp//kotoba/0006896100
悠悠閑閑,ゆうゆうかんかん,https://www.kanjipedia.jp//kotoba/0006868400
悠悠自適,ゆうゆうじてき,https://www.kanjipedia.jp//kotoba/0006868500
油断大敵,ゆだんたいてき,https://www.kanjipedia.jp//kotoba/0006829600
余韻嫋嫋,よいんじょうじょう,https://www.kanjipedia.jp//kotoba/0006910900
用意周到,よういしゅうとう,https://www.kanjipedia.jp//kotoba/0006928400
要害堅固,ようがいけんご,https://www.kanjipedia.jp//kotoba/0006943200
妖怪変化,ようかいへんげ,https://www.kanjipedia.jp//kotoba/0006934300
陽関三畳,ようかんさんじょう,https://www.kanjipedia.jp//kotoba/0006959600
羊裘垂釣,ようきゅうすいちょう,https://www.kanjipedia.jp//kotoba/0006932500
庸言庸行,ようげんようこう,https://www.kanjipedia.jp//kotoba/0006951100
用行舎蔵,ようこうしゃぞう,https://www.kanjipedia.jp//kotoba/0006928900
容姿端麗,ヨウシタンレイ,https://www.kanjipedia.jp//kotoba/0006947800
羊質虎皮,ようしつこひ,https://www.kanjipedia.jp//kotoba/0006932600
妖姿媚態,ようしびたい,https://www.kanjipedia.jp//kotoba/0006934800
鷹視狼歩,ようしろうほ,https://www.kanjipedia.jp//kotoba/0006990200
養生喪死,ようせいそうし,https://www.kanjipedia.jp//kotoba/0006978500
羊頭狗肉,ようとうくにく,https://www.kanjipedia.jp//kotoba/0006932900
容貌魁偉,ようぼうかいい,https://www.kanjipedia.jp//kotoba/0006948600
瑶林瓊樹,ようりんけいじゅ,https://www.kanjipedia.jp//kotoba/0006966600
用和為貴,ようわいき,https://www.kanjipedia.jp//kotoba/0006931100
薏苡明珠,よくいめいしゅ,https://www.kanjipedia.jp//kotoba/0007479400
抑揚頓挫,よくようとんざ,https://www.kanjipedia.jp//kotoba/0006992500
余裕綽綽,よゆうしゃくしゃく,https://www.kanjipedia.jp//kotoba/0006915600
雷騰雲奔,らいとううんぽん,https://www.kanjipedia.jp//kotoba/0007026500
磊磊落落,らいらいらくらく,https://www.kanjipedia.jp//kotoba/0007027300
落英繽紛,らくえいひんぷん,https://www.kanjipedia.jp//kotoba/0007036900
落月屋梁,らくげつおくりょう,https://www.kanjipedia.jp//kotoba/0007037100
落穽下石,らくせいかせき,https://www.kanjipedia.jp//kotoba/0007038400
落筆点蠅,らくひつてんよう,https://www.kanjipedia.jp//kotoba/0007039900
落花流水,らっかりゅうすい,https://www.kanjipedia.jp//kotoba/0007040600
落花狼藉,らっかろうぜき,https://www.kanjipedia.jp//kotoba/0007040700
乱離骨灰,ラリコッぱい,https://www.kanjipedia.jp//kotoba/0007047500
濫竽充数,らんうじゅうすう,https://www.kanjipedia.jp//kotoba/0007057700
嵐影湖光,らんえいここう,https://www.kanjipedia.jp//kotoba/0000090900
覧古考新,らんここうしん,https://www.kanjipedia.jp//kotoba/0007056200
蘭摧玉折,らんさいぎょくせつ,https://www.kanjipedia.jp//kotoba/0007062500
乱雑無章,らんざつむしょう,https://www.kanjipedia.jp//kotoba/0007048400
鸞翔鳳集,らんしょうほうしゅう,https://www.kanjipedia.jp//kotoba/0007070300
乱臣賊子,らんしんぞくし,https://www.kanjipedia.jp//kotoba/0007049000
